firstblood,SPLASHES_FIRSTBLOOD,,medal_kill_first_blood,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_firstblood,SPLASHES_FIRSTBLOOD,SPLASHES_FIRSTBLOOD,,4,1,1,1,1,null,,playercard_splash
buzzkill,SPLASHES_BUZZKILL,,medal_kill_buzzkill,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
comeback,SPLASHES_COMEBACK,,medal_kill_comeback,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
boostslamkill,SPLASHES_BOOST_SLAM_KILL,,medal_kill_death_from_above,1.5,0.25,0.75,0.25,1,mp_s1_earn_medal,,splash
air_to_air_kill,SPLASHES_AIR_TO_AIR_KILL,,medal_kill_dogfight,1.5,0.25,0.75,0.25,1,mp_s1_earn_medal,,splash
air_to_ground_kill,SPLASHES_AIR_TO_GROUND_KILL,,medal_kill_strafe,1.5,0.25,0.75,0.25,1,mp_s1_earn_medal,,splash
ground_to_air_kill,SPLASHES_GROUND_TO_AIR_KILL,,medal_kill_skeet_shooter,1.5,0.25,0.75,0.25,1,mp_s1_earn_medal,,splash
flag_return,SPLASHES_FLAGRETURN,,medal_gamemode_homeward,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_flagreturn,SPLASHES_FLAG_RETURN,SPLASHES_FLAG_RETURN,,4,1,1,1,1,null,,playercard_splash
flag_pickup,SPLASHES_FLAGPICKUP,,medal_gamemode_snagged,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_flagpickup,SPLASHES_FLAG_PICKUP,SPLASHES_FLAG_PICKUP,,4,1,1,1,1,null,,playercard_splash
kill_with_flag,SPLASHES_KILL_WITH_FLAG,,medal_gamemode_denied,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
kill_flag_carrier,SPLASHES_KILLED_FLAG_CARRIER,,medal_gamemode_takedown,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_killflagcarrier,SPLASHES_KILLED_FLAG_CARRIER,SPLASHES_KILLED_FLAG_CARRIER,,4,1,1,1,1,null,,playercard_splash
flag_capture,SPLASHES_FLAG_CAPTURED,,medal_gamemode_playmaker,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_flagcapture,SPLASHES_FLAG_CAPTURE,SPLASHES_FLAG_CAPTURE,,4,1,1,1,1,null,,playercard_splash
assault,SPLASHES_ASSAULT,,medal_gamemode_vanguard,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
defend,SPLASHES_DEFEND,,medal_gamemode_defender,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
tag_collector,SPLASHES_TAG_COLLECTOR,,medal_gamemode_clean_up,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
kill_denied_retrieved,SPLASHES_TAGS_RETRIEVED,,medal_gamemode_retrieved,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
dropped_enemy_gun_rank,SPLASHES_GUN_HUMILIATION,,medal_gamemode_humiliation,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
dropped_first_player_gun_rank,SPLASHES_GUN_REGICIDE,,medal_gamemode_regicide,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_top_gun_rank,SPLASHES_TOP_GUN_RANK,SPLASHES_TOP_GUN_RANK,,4,1,1,1,1,null,,playercard_splash
quick_gun_rank,SPLASHES_GUN_QUICK_RANK,,medal_gamemode_gunslinger,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
gained_gun_score,SPLASHES_GUN_LEVEL_UP,,medal_gamemode_level_up,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
dropped_gun_score,SPLASHES_GUN_DROPPED,,medal_gamemode_deja_vu,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
final_survivor,SPLASHES_FINAL_SURVIVOR,,medal_gamemode_omega_man,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_final_survivor,SPLASHES_CO_FINAL_SURVIVOR,SPLASHES_CO_FINAL_SURVIVOR,,4,1,1,1,1,null,,playercard_splash
infected_plague,SPLASHES_INFECTED_PLAGUE,,medal_gamemode_plague,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
first_infected,SPLASHES_FIRST_INFECTED,,medal_gamemode_patient_zero,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_first_infected,SPLASHES_CO_FIRST_INFECTED,SPLASHES_CO_FIRST_INFECTED,,4,1,1,1,1,null,,playercard_splash
got_infected,SPLASHES_GOT_INFECTED,,medal_gamemode_careless,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_got_infected,SPLASHES_CO_GOT_INFECTED,SPLASHES_CO_GOT_INFECTED,,4,1,1,1,1,null,,playercard_splash
survivor,SPLASHES_SURVIVOR,,medal_gamemode_survivor,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
infected_survivor,SPLASHES_INFECTED_SURVIVOR,,medal_gamemode_contagious,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_infected_survivor,SPLASHES_CO_INFECTED_SURVIVOR,SPLASHES_CO_INFECTED_SURVIVOR,,4,1,1,1,1,null,,playercard_splash
capture,SPLASHES_CAPTURE,,medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_securedposition_a,SPLASHES_SECURED_POSITION_A,SPLASHES_SECURED_POSITION_A,,4,1,1,1,1,null,,playercard_splash
callout_securedposition_b,SPLASHES_SECURED_POSITION_B,SPLASHES_SECURED_POSITION_B,,4,1,1,1,1,null,,playercard_splash
callout_securedposition_c,SPLASHES_SECURED_POSITION_C,SPLASHES_SECURED_POSITION_C,,4,1,1,1,1,null,,playercard_splash
neutralize,SPLASHES_NEUTRALIZE,,medal_gamemode_secure,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_neutralized_position_a,SPLASHES_NEUTRALIZED_POSITION_A,SPLASHES_NEUTRALIZED_POSITION_A,,4,1,1,1,1,null,,playercard_splash
callout_neutralized_position_b,SPLASHES_NEUTRALIZED_POSITION_B,SPLASHES_NEUTRALIZED_POSITION_B,,4,1,1,1,1,null,,playercard_splash
callout_neutralized_position_c,SPLASHES_NEUTRALIZED_POSITION_C,SPLASHES_NEUTRALIZED_POSITION_C,,4,1,1,1,1,null,,playercard_splash
opening_move,SPLASHES_OPENING_MOVE,,medal_gamemode_opening_move,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
kill_while_capture,SPLASHES_KILL_WHILE_CAPTURE,,medal_gamemode_aggression,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
plant,SPLASHES_PLANT,,medal_gamemode_countdown,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_bombplanted,SPLASHES_BOMB_PLANTED,SPLASHES_BOMB_PLANTED,,4,1,1,1,1,null,,playercard_splash
destroy,SPLASHES_DESTROY,,medal_gamemode_bomber,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
defuse,SPLASHES_DEFUSE,,medal_gamemode_hero,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_bombdefused,SPLASHES_BOMB_DEFUSED,SPLASHES_BOMB_DEFUSED,,4,1,1,1,1,null,,playercard_splash
ninja_defuse,SPLASHES_NINJA_DEFUSE,,medal_gamemode_ninja_defuse,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
last_man_defuse,SPLASHES_LAST_MAN_DEFUSE,,medal_gamemode_clutch,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
last_man_standing,SPLASHES_LM_ELIMINATION,,medal_gamemode_last_man_standing,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
elimination,SPLASHES_ELIMINATION,,medal_gamemode_elimination,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_eliminated,SPLASHES_ELIMINATED,SPLASHES_ELIMINATED,,4,1,1,1,1,null,,playercard_splash
sr_tag_revive,SPLASHES_SR_TAG_REVIVE,,medal_gamemode_revive,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_tag_revive,SPLASHES_CO_REVIVED,SPLASHES_CO_REVIVED,,4,1,1,1,1,null,,playercard_splash
sr_tag_elimination,SPLASHES_SR_TAG_ELIMINATION,,medal_gamemode_collector,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
hp_secure,SPLASHES_HP_SECURE,,medal_gamemode_hardpoint_secure,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_hp_captured_by,SPLASHES_HP_SECURE,SPLASHES_HP_CAPTURE,,4,1,1,1,1,null,,playercard_splash
exo_knife_kill,SPLASHES_EXO_KNIFE_KILL,,medal_kill_skewered,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
exo_knife_recall_kill,SPLASHES_EXO_KNIFE_RECALL,,medal_kill_boomerang,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
near_death_kill,SPLASHES_NEAR_DEATH_KILL,,medal_gamemode_survivor,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
slide_kill,SPLASHES_SLIDE_KILL,,medal_kill_low_blow,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
flash_kill,SPLASHES_FLASH_KILL,,medal_kill_blindfight,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
riot_kill,SPLASHES_RIOT_KILL,,medal_kill_shield_bash,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
melee_air_to_air,SPLASHES_MELEE_AIR_TO_AIR,,medal_kill_air_supremacy,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
assist_riot_shield,SPLASHES_SHIELDASSIST,,medal_kill_crowd_control,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
semtex_stick,SPLASHES_SEMTEX_STICK,,medal_kill_stick,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
stuck_with_explosive,SPLASHES_STUCK_WITH_EXPLOSIVE,,medal_kill_pincushion,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
crossbow_stick,SPLASHES_CROSSBOW_STICK,,medal_kill_deadeye,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
multiKillOneBullet,SPLASHES_EFFICIENY,,medal_kill_efficiency,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
think_fast,SPLASHES_THINK_FAST,,medal_kill_think_fast,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
throwback_kill,SPLASHES_THROWBACK_KILL,,medal_kill_return_to_sender,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
take_and_kill,SPLASHES_TAKE_AND_KILL,,medal_kill_backfire,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
touchdown,SPLASHES_TOUCHDOWN,,medal_gamemode_hacker,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_touchdown,SPLASHES_TOUCHDOWN_SCORE,SPLASHES_TOUCHDOWN_SCORE,,4,1,1,1,1,null,,playercard_splash
fieldgoal,SPLASHES_FIELDGOAL,,medal_gamemode_ddos,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_fieldgoal,SPLASHES_FIELDGOAL_SCORE,SPLASHES_FIELDGOAL_SCORE,,4,1,1,1,1,null,,playercard_splash
callout_ballreset,MP_BALL_RESET,,,4,1,1,1,1,null,,playercard_splash
interception,SPLASHES_INTERCEPTION,,medal_gamemode_counter_hack,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
kill_with_ball,SPLASHES_KILL_WITH_BALL,,medal_gamemode_virus,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
ball_score_assist,SPLASHES_BALL_SCORE_ASSIST,,medal_gamemode_trojan,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
killedBallCarrier,SPLASHES_BALL_KILLED_CARRIER,,medal_gamemode_firewall,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
pass_kill_pickup,SPLASHES_PASS_KILL_PICKUP,,medal_gamemode_zero_cool,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
four_play,SPLASHES_SEC_DEFENSE,,medal_kill_four_play,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
ranked_up,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,,4,0.75,0.25,0.25,1,mp_s1_level_up,,rankup_splash
prestige1,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige1,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige2,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige2,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige3,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige3,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige4,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige4,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige5,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige5,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige6,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige6,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige7,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige7,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige8,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige8,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige9,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige9,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige10,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige10,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige11,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige11,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige12,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige12,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige13,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige13,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige14,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige14,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige15,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige15,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige16,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige16,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige17,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige17,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige18,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige18,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige19,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige19,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige20,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige20,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige21,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige21,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige22,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige22,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige23,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige23,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige24,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige24,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige25,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige25,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige26,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige26,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige27,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige27,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige28,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige28,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige29,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige29,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestige30,SPLASHES_RANKED_UP,SPLASHES_RANKED_UP_DESC,rank_prestige30,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestigeMaster,CHALLENGE_PRESTIGE_MAX,,rank_prestigeMaster,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
prestigeGrandMaster,CHALLENGE_PRESTIGE_MAX2,,rank_prestigeGrandMaster,4,0.75,0.25,0.25,1,mp_s1_level_up,,urgent_splash
uav_destroyed,SPLASHES_UAV_DESTROYED,,medal_destroyscorestreak_blackout,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_uav,SPLASHES_DESTROYED_UAV,SPLASHES_DESTROYED_UAV,,4,1,1,1,1,null,,playercard_splash
warbird_destroyed,SPLASHES_WARBIRD_DESTROYED,,medal_destroyscorestreak_winged,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_warbird,SPLASHES_DESTROYED_WARBIRD,SPLASHES_DESTROYED_WARBIRD,,4,1,1,1,1,null,,playercard_splash
paladin_destroyed,SPLASHES_PALADIN_DESTROYED,,medal_destroyscorestreak_antihero,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_orbitalsupport,SPLASHES_DESTROYED_ORBITALSUPPORT,SPLASHES_DESTROYED_ORBITALSUPPORT,,4,1,1,1,1,null,,playercard_splash
vulcan_destroyed,SPLASHES_VULCAN_DESTROYED,,medal_destroyscorestreak_icarus,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
goliath_destroyed,SPLASHES_GOLIATH_DESTROYED,,medal_destroyscorestreak_david,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_goliath,SPLASHES_CO_DESTROYED_GOLIATH,SPLASHES_CO_DESTROYED_GOLIATH,,4,1,1,1,1,null,,playercard_splash
missile_strike_destroyed,SPLASHES_MISSILE_DESTROYED,,medal_destroyscorestreak_sdi,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
sentry_gun_destroyed,SPLASHES_SENTRY_DESTROYED,,medal_destroyscorestreak_dismantle,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
strafing_run_destroyed,SPLASHES_STRAFING_DESTROYED,,medal_destroyscorestreak_88mm_flak,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_airstrike,SPLASHES_DESTROYED_AIRSTRIKE,SPLASHES_DESTROYED_AIRSTRIKE,,4,1,1,1,1,null,,playercard_splash
assault_drone_destroyed,SPLASHES_ASSAULT_DRONE_DESTROYED,,medal_destroyscorestreak_scrapper,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_drone_assault,SPLASHES_CO_DESTROYED_DRONE_ASSAULT,SPLASHES_CO_DESTROYED_DRONE_ASSAULT,,4,1,1,1,1,null,,playercard_splash
recon_drone_destroyed,SPLASHES_RECON_DRONE_DESTROYED,,medal_destroyscorestreak_flyswatter,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
callout_destroyed_drone_recon,SPLASHES_CO_DESTROYED_DRONE_RECON,SPLASHES_CO_DESTROYED_DRONE_RECON,,4,1,1,1,1,null,,playercard_splash
map_killstreak_destroyed,SPLASHES_MAP_KILL_DESTROYED,,medal_destroyscorestreak_no_soup_for_you,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
assist_killstreak_destroyed,SPLASHES_ASSIST_DESTROYED,,medal_scorestreak_vandalism,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
warbird_kill,SPLASHES_WARBIRD_KILL,,medal_scorestreak_bird_of_prey,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
paladin_kill,SPLASHES_PALADIN_KILL,,medal_scorestreak_shock_and_awe,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
vulcan_kill,SPLASHES_VULCAN_KILL,,medal_scorestreak_raze,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
goliath_kill,SPLASHES_GOLIATH_KILL,,medal_scorestreak_terminated,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
airdrop_kill,SPLASHES_AIRDROP_KILL,,medal_scorestreak_one_in_a_million,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
airdrop_trap_kill,SPLASHES_AIRDROP_TRAP_KILL,,medal_scorestreak_bait_taken,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
missile_strike_kill,SPLASHES_MISSILE_STRIKE_KILL,,medal_scorestreak_predator,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
sentry_gun_kill,SPLASHES_SENTRY_GUN_KILL,,medal_scorestreak_area_denial,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
strafing_run_kill,SPLASHES_STRAFING_RUN_KILL,,medal_scorestreak_blitzkrieg,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
assault_drone_kill,SPLASHES_ASSAULT_DRONE_KILL,,medal_scorestreak_exterminate,1.5,0.75,0.25,0.25,1,mp_s1_earn_medal,,splash
