em_bg_marksman_sn65,title,0,ch_marksman_iw5_sn6_5,,,,,,,,
em_bg_marksman_stingerm75,title,0,ch_marksman_iw5_stingerm7_5,,,,,,,,
em_bg_marksman_tac195,title,0,ch_marksman_iw5_uts19_5,,,,,,,,
em_bg_marksman_thor5,title,0,ch_marksman_iw5_thor_5,,,,,,,,
em_bg_marksman_vbr5,title,0,ch_marksman_iw5_vbr_5,,,,,,,,
em_bg_marksman_mastery,title,0,ch_marksman_master_1,,,,,,,,
em_bg_marksman_primarymastery,title,0,ch_marksman_primary_master_1,,,,,,,,
em_bg_marksman_secondarymastery,title,0,ch_marksman_secondary_master_1,,,,,,,,
em_bg_marksman_atlassaw5,title,0,ch_marksman_iw5_asaw_5,,,,,,,,
em_bg_attachment_dualmags,title,0,ch_attach_kill_dualmag_3,,,,,,,,
em_bg_attachment_underbarrellauncher,title,0,ch_attach_kill_gl_3,,,,,,,,
em_bg_attachment_advancedrifling,title,0,ch_attach_kill_longrange_3,,,,,,,,
em_bg_attachment_lightweightgrip,title,0,ch_attach_kill_quickdraw_3,,,,,,,,
em_bg_attachment_tacticalknife,title,0,ch_attach_kill_tactical_3,,,,,,,,
em_bg_attachment_thermalsight,title,0,ch_attach_kill_opticsthermal_3,,,,,,,,
em_bg_attachment_suppressor_cc,title,0,ch_attach_kill_silencer01_3,,,,,,,,
em_bg_attachment_parabolicmic,title,0,ch_attach_kill_parabolicmicrophone_3,,,,,,,,
em_bg_attachment_lasersight,title,0,ch_attach_kill_lasersight_3,,,,,,,,
em_bg_attachment_extendedmags,title,0,ch_attach_kill_xmags_3,,,,,,,,
em_bg_attachment_foregripmarksmaniii,title,0,ch_attach_kill_foregrip_3,,,,,,,,
em_bg_attachment_lightweightstock,title,0,ch_attach_kill_stock_3,,,,,,,,
em_bg_attachment_rapidfire,title,0,ch_attach_kill_firerate_3,,,,,,,,
em_bg_attachment_akimbo_cc,title,0,ch_attach_kill_akimbo_3,,,,,,,,
em_bg_attachment_trackerrounds,title,0,ch_attach_kill_trackrounds_3,,,,,,,,
em_bg_attachment_heatsink_cc,title,0,ch_attach_kill_heatsink_3,,,,,,,,
em_bg_attachment_ironsight,title,0,ch_attach_kill_ironsights_3,,,,,,,,
em_bg_attachment_variablezoom,title,0,ch_attach_kill_scopevz_3,,,,,,,,
em_bg_attachment_stabilizer_marksman_iii,title,0,ch_attach_kill_stabilizer_3,,,,,,,,
em_bg_scorestreak_uavop4,title,0,ch_streak_uav_4,,,,,,,,
em_bg_scorestreak_reconop4,title,0,ch_streak_recon_4,,,,,,,,
em_bg_scorestreak_assaultop4,title,0,ch_streak_assault_4,,,,,,,,
em_bg_scorestreak_straffingop4,title,0,ch_streak_strafing_4,,,,,,,,
em_bg_scorestreak_missileop4,title,0,ch_streak_missle_4,,,,,,,,
em_bg_scorestreak_paladinop4,title,0,ch_streak_paladin_4,,,,,,,,
em_bg_scorestreak_warbirdop4,title,0,ch_streak_warbird_4,,,,,,,,
em_bg_scorestreak_orbitalcarepkop4,title,0,ch_streak_orbitalcare_4,,,,,,,,
em_bg_scorestreak_empop4,title,0,ch_streak_emp_4,,,,,,,,
em_bg_scorestreak_sentrygunop4,title,0,ch_streak_sentry_4,,,,,,,,
em_bg_scorestreak_goliathop4,title,0,ch_streak_goliath_4,,,,,,,,
em_bg_scorestreak_orbitallsrop4,title,0,ch_streak_orbitallaser_4,,,,,,,,
em_bg_exomechanics_buzz_tower,title,0,ch_exomech_buzz_5,,,,,,,,
em_bg_exomechanics_cominginhotv,title,0,ch_exomech_hot_5,,,,,,,,
em_bg_exomechanics_evasivemanueversv,title,0,ch_exomech_evasive_5,,,,,,,,
em_bg_exomechanics_pullv,title,0,ch_exomech_pull_5,,,,,,,,
em_bg_exomechanics_redbaronv,title,0,ch_exomech_redbaron_5,,,,,,,,
em_bg_exomechanics_thefinalfrontier,title,0,ch_exomech_frontier_1,,,,,,,,
em_bg_launcher_emp,title,0,ch_exolauncher_emp_5,,,,,,,,
em_bg_launcher_frag,title,0,ch_exolauncher_frag_5,,,,,,,,
em_bg_launcher_knife,title,0,ch_exolauncher_knife_5,,,,,,,,
em_bg_launcher_semtex,title,0,ch_exolauncher_semtex_5,,,,,,,,
em_bg_launcher_smoke,title,0,ch_exolauncher_smoke_5,,,,,,,,
em_bg_launcher_stun,title,0,ch_exolauncher_stun_5,,,,,,,,
em_bg_launcher_threat,title,0,ch_exolauncher_threat_5,,,,,,,,
em_bg_launcher_trackingdrone,title,0,ch_exolauncher_tracking_5,,,,,,,,
em_bg_launcher_explosivedrone,title,0,ch_exolauncher_explosive_drone_5,,,,,,,,
em_bg_ability_cloak,title,0,ch_exoability_cloak_5,,,,,,,,
em_bg_ability_stim,title,0,ch_exoability_health_5,,,,,,,,
em_bg_ability_mute,title,0,ch_exoability_mute_5,,,,,,,,
em_bg_ability_ping,title,0,ch_exoability_ping_5,,,,,,,,
em_bg_ability_shield,title,0,ch_exoability_shield_5,,,,,,,,
em_bg_ability_overclock,title,0,ch_exoability_overclock_5,,,,,,,,
em_bg_ability_hover,title,0,ch_exoability_hover_5,,,,,,,,
em_bg_ability_trophy,title,0,ch_exoability_repulser_5,,,,,,,,
em_bg_killer_bloodthirstykiller_anime,title,0,ch_killer_blood_3,,,,,,,,
em_bg_killer_bloodthirstykiller_cartoony,title,0,ch_killer_merciless_3,,,,,,,,
em_bg_killer_mercilesskiller_anime,title,0,ch_killer_ruthless_3,,,,,,,,
em_bg_killer_mercilesskiller_campy,title,0,ch_killer_relentless_3,,,,,,,,
em_bg_killer_mercilesskiller_cartoony,title,0,ch_killer_double_3,,,,,,,,
em_bg_triple_killer3,title,0,ch_killer_triple_3,,,,,,,,
em_bg_perks_feedgreed,title,0,ch_killer_feed_3,,,,,,,,
em_bg_basic_guerilla,title,0,ch_boot_stolen_3,,,,,,,,
em_bg_basic_laid2rest,title,0,ch_boot_prone_3,,,,,,,,
em_bg_basic_prey,title,0,ch_boot_crouch_3,,,,,,,,
em_bg_basic_xray,title,0,ch_boot_xray_3,,,,,,,,
em_bg_humiliation_backfire,title,0,ch_humiliation_backfire_3,,,,,,,,
em_bg_humiliation_heartbreaker,title,0,ch_humiliation_buzzkill_3,,,,,,,,
em_bg_humiliation_from_the_grave,title,0,ch_humiliation_afterlife_3,,,,,,,,
em_bg_humiliation_sneak_attack,title,0,ch_humiliation_backstab_3,,,,,,,,
em_bg_humiliation_stickybomber,title,0,ch_humiliation_stuck_3,,,,,,,,
em_bg_humiliation_unforgiving3,title,0,ch_humiliation_revenge_3,,,,,,,,
em_bg_precision_returntosender,title,0,ch_precision_return_3,,,,,,,,
em_bg_precision_moviestar,title,0,ch_precision_moviestar_3,,,,,,,,
em_bg_precision_situational_awareness,title,0,ch_precision_sitaware_3,,,,,,,,
em_bg_precision_masterchef,title,0,ch_precision_masterchef_3,,,,,,,,
em_bg_precision_highvalue_target,title,0,ch_precision_highvalue_3,,,,,,,,
em_bg_calling_card_06,title,0,ch_perk_dangerclose_5,,,,,,,,
em_bg_perks_blast_supressor,title,0,ch_perk_blast_5,,,,,,,,
em_bg_perks_blindeye,title,0,ch_perk_blindeye_5,,,,,,,,
em_bg_perks_coldblooded,title,0,ch_perk_coldblood_5,,,,,,,,
em_bg_perks_fasthands,title,0,ch_perk_fasthand_5,,,,,,,,
em_bg_perks_flakjacket,title,0,ch_perk_flakjack_5,,,,,,,,
em_bg_perks_gung_ho,title,0,ch_perk_gungho_5,,,,,,,,
em_bg_perks_hardline,title,0,ch_perk_hardline_5,,,,,,,,
em_bg_perks_hard_wired,title,0,ch_perk_hardwire_5,,,,,,,,
em_bg_perks_lightweight,title,0,ch_perk_lightweight_5,,,,,,,,
em_bg_perks_overcharged,title,0,ch_perk_overcharge_5,,,,,,,,
em_bg_perks_peripherals,title,0,ch_perk_peripheral_5,,,,,,,,
em_bg_perks_scavengerv,title,0,ch_perk_scavenge_5,,,,,,,,
em_bg_perks_toughness,title,0,ch_perk_tough_5,,,,,,,,
em_bg_perks_uav,title,0,ch_perk_lowprofile_5,,,,,,,,
em_bg_wildcard_4thscorestreakv,title,0,ch_wild_fourthscore_5,,,,,,,,
em_bg_wildcard_exobombadierv,title,0,ch_wild_exobomb_5,,,,,,,,
em_bg_wildcard_exotacticianv,title,0,ch_wild_exotac_5,,,,,,,,
em_bg_wildcard_greed,title,0,ch_wild_perk1_5,,,,,,,,
em_bg_wildcard_overkill5,title,0,ch_wild_overkill_5,,,,,,,,
em_bg_wildcard_perk3greedv,title,0,ch_wild_perk3_5,,,,,,,,
em_bg_wildcard_primarygunfighterv,title,0,ch_wild_primary_5,,,,,,,,
em_bg_wildcard_scorestreak,title,0,ch_wild_perk2_5,,,,,,,,
em_bg_wildcard_secondarygunfighterv,title,0,ch_wild_secondary_5,,,,,,,,
em_bg_gamemode_tdm_mastery,title,0,ch_war_mastery_1,,,,,,,,
em_bg_gamemode_tdm_mvp3,title,0,ch_war_mvp_3,,,,,,,,
em_bg_gamemode_tdm_wins3,title,0,ch_war_wins_3,,,,,,,,
em_bg_gamemode_freeforall_mastery,title,0,ch_dm_mastery_1,,,,,,,,
em_bg_gamemode_freeforall_mvp3,title,0,ch_dm_mvp_3,,,,,,,,
em_bg_gamemode_freeforall_wins3,title,0,ch_dm_wins_3,,,,,,,,
em_bg_gamemode_domination_mastery,title,0,ch_dom_mastery_1,,,,,,,,
em_bg_gamemode_domination_mvp,title,0,ch_dom_mvp_3,,,,,,,,
em_bg_gamemode_domination_win,title,0,ch_dom_wins_3,,,,,,,,
em_bg_gamemode_capture_flag_mastery,title,0,ch_ctf_mastery_1,,,,,,,,
em_bg_gamemode_capture_flag_mvp,title,0,ch_ctf_mvp_3,,,,,,,,
em_bg_gamemode_capture_flag_win,title,0,ch_ctf_wins_3,,,,,,,,
em_bg_gamemode_search_destroy_mastery,title,0,ch_sd_mastery_1,,,,,,,,
em_bg_gamemode_search_destroy_mvp,title,0,ch_sd_mvp_3,,,,,,,,
em_bg_gamemode_search_destroy_win,title,0,ch_sd_wins_3,,,,,,,,
em_bg_gamemode_search_rescue_mastery,title,0,ch_sr_mastery_1,,,,,,,,
em_bg_gamemode_search_rescue_mvp,title,0,ch_sr_mvp_3,,,,,,,,
em_bg_gamemode_search_rescue_win,title,0,ch_sr_wins_3,,,,,,,,
em_bg_hardpoint_mastery,title,0,ch_hp_mastery_1,,,,,,,,
em_bg_hardpoint_mvp_iii,title,0,ch_hp_mvp_3,,,,,,,,
em_bg_hardpoint_wins_iii,title,0,ch_hp_wins_3,,,,,,,,
em_bg_gamemode_kill_confirmed_mastery,title,0,ch_conf_mastery_1,,,,,,,,
em_bg_gamemode_kill_confirmed_mvp_iii,title,0,ch_conf_mvp_3,,,,,,,,
em_bg_gamemode_kill_confirmed_wins_iii,title,0,ch_conf_wins_3,,,,,,,,
em_bg_gamemode_momentum_mastery3,title,0,ch_twar_mastery_1,,,,,,,,
em_bg_gamemode_momentum_mvp3,title,0,ch_twar_mvp_3,,,,,,,,
em_bg_gamemode_momentum_wins3,title,0,ch_twar_wins_3,,,,,,,,
em_bg_gamemode_uplink_mastery,title,0,ch_ball_mastery_1,,,,,,,,
em_bg_gamemode_uplink_mvp,title,0,ch_ball_mvp_3,,,,,,,,
em_bg_gamemode_uplink_wins,title,0,ch_ball_wins_3,,,,,,,,
em_bg_gamemode_infected_mastery,title,0,ch_infect_mastery_1,,,,,,,,
em_bg_gamemode_infected_mvp,title,0,ch_infect_mvp_3,,,,,,,,
em_bg_gamemode_infected_wins,title,0,ch_infect_wins_3,,,,,,,,
em_bg_prestige_16,title,0,ch_prestige_max,,,,,,,,
em_bg_grand_master_prestige_16,title,0,ch_prestige_max_2,,,,,,,,
challenges,feature,0,,,,,,,,,
clantag,profileFeature,5,,,,,,,,,
streaktype_assault,feature,0,,,,,,,,,
uav,killstreak,0,,,,,ch_prPurchase_uav,,,,
uav_assist_points,killstreak,0,,,,,,,,,
uav_scrambler,killstreak,0,,,,,,,,,
uav_increased_time,killstreak,0,,,,,,,,,
uav_advanced_updates,killstreak,0,,,,,,,,,
uav_enemy_direction,killstreak,0,,,,,,,,,
uav_perk_break,killstreak,0,,,,,,,,,
uav_paint_outline,killstreak,0,,,,,,,,,
uav_orbit,killstreak,0,,,,,,,,,
counter_uav,killstreak,9999,,,,,,,,,
uav_support,killstreak,0,,,,,,,,,
airdrop_assault,killstreak,9999,,,,,,,,,
sentry,killstreak,9999,,,,,,,,,
orbital_strike_drone,killstreak,0,,,,,,,,,
orbital_strike_chem,killstreak,0,,,,,,,,,
orbital_strike_laser,killstreak,4,,,,,ch_prPurchase_orbital_strike_laser,,,,
orbital_strike_cluster,killstreak,0,,,,,,,,,
orbital_strike_laser_chem,killstreak,0,,,,,,,,,
orbital_carepackage,killstreak,4,,,,,ch_prPurchase_orbital_carepackage,,,,
deployable_vest,killstreak,0,,,,,,,,,
airdrop_trap,killstreak,9999,,,,,,,,,
triple_uav,killstreak,0,,,,,,,,,
remote_mg_sentry_turret,killstreak,0,,,,,ch_prPurchase_remote_mg_sentry_turret,,,,
emp,killstreak,26,,,,,ch_prPurchase_emp,,,,
warbird,killstreak,0,,,,,ch_prPurchase_warbird,,,,
orbitalsupport,killstreak,26,,,,,ch_prPurchase_orbitalsupport,,,,
recon_ugv,killstreak,4,,,,,ch_prPurchase_recon_ugv,,,,
recon_ugv_increased_time,killstreak,0,,,,,,,,,
recon_ugv_assist_points,killstreak,0,,,,,,,,,
recon_ugv_paint_grenade,killstreak,0,,,,,,,,,
recon_ugv_cloak,killstreak,0,,,,,,,,,
recon_ugv_ar_hud,killstreak,0,,,,,,,,,
recon_ugv_stun,killstreak,0,,,,,,,,,
recon_ugv_uav,killstreak,0,,,,,,,,,
assault_ugv,killstreak,16,,,,,ch_prPurchase_assault_ugv,,,,
strafing_run_airstrike,killstreak,26,,,,,ch_prPurchase_strafing_run_airstrike,,,,
heavy_exosuit,killstreak,16,,,,,ch_prPurchase_heavy_exosuit,,,,
missile_strike,killstreak,16,,,,,ch_prPurchase_missile_strike,,,,
tier_prestige,prestige,3,,,,,,,,,
tier_prestige2,prestige,3,,,,,,,,,
tier_prestige3,prestige,3,,,,,,,,,
tier_prestige4,prestige,3,,,,,,,,,
tier_1,challenge,3,,,,,,,,,
tier_2,challenge,3,,,,,,,,,
tier_3,challenge,3,,,,,,,,,
tier_3_a,challenge,3,,,,,,,,,
tier_3_b,challenge,3,,,,,,,,,
tier_3_c,challenge,3,,,,,,,,,
tier_4,challenge,4,,,,,,,,,
tier_4_a,challenge,4,,,,,,,,,
tier_4_b,challenge,4,,,,,,,,,
tier_4_c,challenge,4,,,,,,,,,
tier_4_d,challenge,4,,,,,,,,,
tier_5,challenge,14,,,,,,,,,
tier_5_a,challenge,14,,,,,,,,,
tier_5_b,challenge,14,,,,,,,,,
tier_5_c,challenge,14,,,,,,,,,
tier_5_d,challenge,14,,,,,,,,,
tier_6,challenge,19,,,,,,,,,
tier_6_a,challenge,19,,,,,,,,,
tier_6_b,challenge,19,,,,,,,,,
tier_6_c,challenge,19,,,,,,,,,
tier_6_d,challenge,19,,,,,,,,,
tier_7,challenge,3,,,,,,,,,
tier_7_a,challenge,3,,,,,,,,,
tier_7_b,challenge,3,,,,,,,,,
tier_7_c,challenge,3,,,,,,,,,
tier_7_d,challenge,3,,,,,,,,,
tier_8,challenge,29,,,,,,,,,
tier_8_a,challenge,29,,,,,,,,,
tier_8_b,challenge,29,,,,,,,,,
tier_8_c,challenge,29,,,,,,,,,
tier_8_d,challenge,29,,,,,,,,,
tier_9,challenge,39,,,,,,,,,
tier_9_a,challenge,39,,,,,,,,,
tier_9_b,challenge,39,,,,,,,,,
tier_9_c,challenge,39,,,,,,,,,
tier_9_d,challenge,39,,,,,,,,,
tier_10,challenge,49,,,,,,,,,
tier_10_a,challenge,49,,,,,,,,,
tier_10_b,challenge,49,,,,,,,,,
tier_10_c,challenge,49,,,,,,,,,
tier_10_d,challenge,49,,,,,,,,,
tier_11,challenge,59,,,,,,,,,
tier_11_a,challenge,59,,,,,,,,,
tier_11_b,challenge,68,,,,,,,,,
tier_11_c,challenge,59,,,,,,,,,
tier_11_d,challenge,59,,,,,,,,,
tier_12,challenge,64,,,,,,,,,
tier_12_a,challenge,64,,,,,,,,,
tier_12_b,challenge,64,,,,,,,,,
tier_12_c,challenge,64,,,,,,,,,
tier_12_d,challenge,64,,,,,,,,,
tier_13,challenge,69,,,,,,,,,
tier_13_a,challenge,69,,,,,,,,,
tier_13_b,challenge,69,,,,,,,,,
tier_13_c,challenge,69,,,,,,,,,
tier_13_d,challenge,69,,,,,,,,,
tier_90,challenge,8,,,,,,,,,
tier_91,challenge,8,,,,,,,,,
tier_92,challenge,3,,,,,,,,,
tier_93,challenge,3,,,,,,,,,
tier_94,challenge,3,,,,,,,,,
tier_95,challenge,3,,,,,,,,,
throwingknife_mp,perk,0,,,,,,,,,
frag_grenade_mp,perk,0,,,,,ch_prPurchase_frag_grenade_mp,,,,
semtex_mp,perk,10,,,,,ch_prPurchase_semtex_mp,,,,
paint_grenade_mp,perk,22,,,,,ch_prPurchase_paint_grenade_mp,,,,
exoknife_mp,perk,48,,,,,ch_prPurchase_exoknife_mp,,,,
explosive_drone_mp,perk,40,,,,,ch_prPurchase_explosive_drone_mp,,,,
iw5_dlcgun12loot7,weapon,0,,,,,,,,,
s1_tactical_insertion_device_mp,weapon,0,,,,,,,,,
smoke_grenade_mp,perk,36,,,,,ch_prPurchase_smoke_grenade_mp,,,,
emp_grenade_mp,perk,28,,,,,ch_prPurchase_emp_grenade_mp,,,,
stun_grenade_mp,perk,0,,,,,ch_prPurchase_stun_grenade_mp,,,,
frag_grenade_var_mp,perk,0,,,,,,,,,
contact_grenade_var_mp,perk,0,,,,,,,,,
semtex_grenade_var_mp,perk,0,,,,,,,,,
stun_grenade_var_mp,perk,6,,,,,ch_prPurchase_stun_grenade_var_mp,,,,
emp_grenade_var_mp,perk,0,,,,,,,,,
paint_grenade_var_mp,perk,0,,,,,,,,,
smoke_grenade_var_mp,perk,0,,,,,,,,,
tracking_drone_mp,perk,18,,,,,ch_prPurchase_tracking_drone_mp,,,,
exoshield_equipment_mp,weapon,0,,,,,ch_prPurchase_exoshield_equipment_mp,,,,
adrenaline_mp,weapon,0,,,,,ch_prPurchase_adrenaline_mp,,,,
extra_health_mp,weapon,2,,,,,ch_prPurchase_extra_health_mp,,,,
exocloak_equipment_mp,weapon,12,,,,,ch_prPurchase_exocloak_equipment_mp,,,,
exoping_equipment_mp,weapon,32,,,,,ch_prPurchase_exoping_equipment_mp,,,,
exohover_equipment_mp,weapon,20,,,,,ch_prPurchase_exohover_equipment_mp,,,,
exorepulsor_equipment_mp,weapon,44,,,,,ch_prPurchase_exorepulsor_equipment_mp,,,,
exomute_equipment_mp,weapon,0,,,,,ch_prPurchase_exomute_equipment_mp,,,,
specialty_marksman,perk,0,,,,,,,,,
specialty_sharp_focus,perk,0,,,,,,,,,
specialty_bling,perk,0,,,,,,,,,
riotshield specialty_fastermelee,weaponBuff,,,,,,,,,,
riotshield specialty_lightweight,weaponBuff,,,,,,,,,,
tier_55_iw5_mp5,challenge,0,,,,,,,,,
iw5_mp5,weapon,9999,,,,,,,,,
iw5_mp5 xmags,weaponAttachment,9999,,,,,,,,,
iw5_mp5 classic,weaponCamo,,,,,,,,,,
iw5_mp5 snow,weaponCamo,,,,,,,,,,
iw5_mp5 multi,weaponCamo,,,,,,,,,,
iw5_mp5 d_urban,weaponCamo,,,,,,,,,,
iw5_mp5 hex,weaponCamo,,,,,,,,,,
iw5_mp5 choco,weaponCamo,,,,,,,,,,
iw5_mp5 marine,weaponCamo,9999,,,,,,,,,
iw5_mp5 snake,weaponCamo,,,,,,,,,,
iw5_mp5 winter,weaponCamo,9999,,,,,,,,,
iw5_mp5 blue,weaponCamo,,,,,,,,,,
iw5_mp5 red,weaponCamo,,,,,,,,,,
iw5_mp5 autumn,weaponCamo,,,,,,,,,,
iw5_mp5 gold,weaponCamo,9999,,,,,,,,,
iw5_mp5 specialty_marksman,weaponBuff,,,,,,,,,,
iw5_mp5 specialty_longerrange,weaponBuff,,,,,,,,,,
iw5_mp5 specialty_bling,weaponBuff,,,,,,,,,,
iw5_mp5 specialty_sharp_focus,weaponBuff,,,,,,,,,,
iw5_mp5 specialty_fastermelee,weaponBuff,,,,,,,,,,
iw5_mp5 specialty_reducedsway,weaponBuff,,,,,,,,,,
iw5_mp5 ret1,weaponReticle,9999,,,,,,,,,
iw5_mp5 ret2,weaponReticle,9999,,,,,,,,,
iw5_mp5 ret3,weaponReticle,9999,,,,,,,,,
iw5_mp5 ret4,weaponReticle,9999,,,,,,,,,
iw5_mp5 ret5,weaponReticle,9999,,,,,,,,,
iw5_mp5 ret6,weaponReticle,9999,,,,,,,,,
iw5_pp90m1,weapon,9999,,,,,,,,,
iw5_pp90m1 xmags,weaponAttachment,9999,,,,,,,,,
iw5_pp90m1 classic,weaponCamo,,,,,,,,,,
iw5_pp90m1 snow,weaponCamo,,,,,,,,,,
iw5_pp90m1 multi,weaponCamo,,,,,,,,,,
iw5_pp90m1 d_urban,weaponCamo,,,,,,,,,,
iw5_pp90m1 hex,weaponCamo,,,,,,,,,,
iw5_pp90m1 choco,weaponCamo,,,,,,,,,,
iw5_pp90m1 marine,weaponCamo,9999,,,,,,,,,
iw5_pp90m1 snake,weaponCamo,,,,,,,,,,
iw5_pp90m1 winter,weaponCamo,9999,,,,,,,,,
iw5_pp90m1 blue,weaponCamo,,,,,,,,,,
iw5_pp90m1 red,weaponCamo,,,,,,,,,,
iw5_pp90m1 autumn,weaponCamo,,,,,,,,,,
iw5_pp90m1 gold,weaponCamo,9999,,,,,,,,,
iw5_pp90m1 specialty_marksman,weaponBuff,,,,,,,,,,
iw5_pp90m1 specialty_longerrange,weaponBuff,,,,,,,,,,
iw5_pp90m1 specialty_bling,weaponBuff,,,,,,,,,,
iw5_pp90m1 specialty_sharp_focus,weaponBuff,,,,,,,,,,
iw5_pp90m1 specialty_fastermelee,weaponBuff,,,,,,,,,,
iw5_pp90m1 specialty_reducedsway,weaponBuff,,,,,,,,,,
