24,orbital_strike_laser_burst2,KILLSTREAKS_ORBITAL_STRIKE_LASER_BURST2,KILLSTREAKS_ORBITAL_STRIKE_LASER_BURST_DESC,orbital_strike_laser,150,,,ks_mod_laser_burst
25,orbital_strike_laser_duration,KILLSTREAKS_ORBITAL_STRIKE_LASER_TIME,KILLSTREAKS_ORBITAL_STRIKE_LASER_TIME_DESC,orbital_strike_laser,100,,,ks_mod_laser_duration
26,orbital_strike_laser_width,KILLSTREAKS_ORBITAL_STRIKE_LASER_WIDE,KILLSTREAKS_ORBITAL_STRIKE_LASER_WIDE_DESC,orbital_strike_laser,100,,,ks_mod_laser_width
33,warbird_cloak,KILLSTREAKS_WARBIRD_CLOAK,KILLSTREAKS_WARBIRD_CLOAK_DESC,warbird,150,,,ks_mod_warbird_cloak
34,warbird_rockets,KILLSTREAKS_WARBIRD_ROCKETS,KILLSTREAKS_WARBIRD_ROCKETS_DESC,warbird,300,,,ks_mod_warbird_rockets
35,warbird_flares,KILLSTREAKS_WARBIRD_FLARES,KILLSTREAKS_WARBIRD_FLARES_DESC,warbird,100,,,ks_mod_warbird_flares
36,warbird_time,KILLSTREAKS_WARBIRD_TIME,KILLSTREAKS_WARBIRD_TIME_DESC,warbird,200,,,ks_mod_warbird_time
37,warbird_ai_attack,KILLSTREAKS_WARBIRD_AI_ATTACK,KILLSTREAKS_WARBIRD_AI_ATTACK_DESC,warbird,50,0,,ks_mod_warbird_aiattack
38,warbird_ai_follow,KILLSTREAKS_WARBIRD_AI_FOLLOW,KILLSTREAKS_WARBIRD_AI_FOLLOW_DESC,warbird,50,0,,ks_mod_warbird_aifollow
39,warbird_coop_offensive,KILLSTREAKS_WARBIRD_COOP,KILLSTREAKS_WARBIRD_COOP_DESC,warbird,200,,,ks_mod_warbird_offcoop
40,recon_ugv_increased_time,KILLSTREAKS_RECON_UGV_INCREASED_TIME,KILLSTREAKS_RECON_UGV_INCREASED_TIME_DESC,recon_ugv,100,,,ks_mod_recon_time
41,recon_ugv_assist_points,KILLSTREAKS_RECON_UGV_ASSIST_POINTS,KILLSTREAKS_RECON_UGV_ASSIST_POINTS_DESC,recon_ugv,50,,,ks_mod_recon_assist
43,recon_ugv_cloak,KILLSTREAKS_RECON_UGV_CLOAK,KILLSTREAKS_RECON_UGV_CLOAK_DESC,recon_ugv,50,,,ks_mod_recon_cloak
44,recon_ugv_ar_hud,KILLSTREAKS_RECON_UGV_AR_HUD,KILLSTREAKS_RECON_UGV_AR_HUD_DESC,recon_ugv,50,,,ks_mod_recon_arhud
45,recon_ugv_stun,KILLSTREAKS_RECON_UGV_STUN,KILLSTREAKS_RECON_UGV_STUN_DESC,recon_ugv,100,,,ks_mod_recon_stun
46,recon_ugv_emp,KILLSTREAKS_RECON_UGV_EMP,KILLSTREAKS_RECON_UGV_EMP_DESC,recon_ugv,100,,,ks_mod_recon_emp
47,recon_ugv_support,KILLSTREAKS_SUPPORT_MODULE,KILLSTREAKS_SUPPORT_MODULE_DESC,recon_ugv,400,,1,ks_mod_recon_support
48,assault_ugv_mg,KILLSTREAKS_ASSAULT_DRONE_MG,KILLSTREAKS_ASSAULT_DRONE_MG_DESC,assault_ugv,300,,,ks_mod_assault_mg
49,assault_ugv_rockets,KILLSTREAKS_ASSAULT_DRONE_ROCKETS,KILLSTREAKS_ASSAULT_DRONE_ROCKETS_DESC,assault_ugv,300,,,ks_mod_assault_rockets
50,assault_ugv_cloak,KILLSTREAKS_ASSAULT_DRONE_CLOAK,KILLSTREAKS_ASSAULT_DRONE_CLOAK_DESC,assault_ugv,50,,,ks_mod_assault_cloak
51,assault_ugv_ai,KILLSTREAKS_ASSAULT_DRONE_AI,KILLSTREAKS_ASSAULT_DRONE_AI_DESC,assault_ugv,100,,,ks_mod_assault_ai
52,assault_ugv_hardened,KILLSTREAKS_ASSAULT_DRONE_HARDENED,KILLSTREAKS_ASSAULT_DRONE_HARDENED_DESC,assault_ugv,100,,,ks_mod_assault_hardened
53,assault_ugv_ar_hud,KILLSTREAKS_ASSAULT_DRONE_ARHUD,KILLSTREAKS_ASSAULT_DRONE_ARHUD_DESC,assault_ugv,50,,,ks_mod_assault_arhud
54,orbitalsupport_rockets,KILLSTREAKS_ORBITALSUPPORT_ROCKETS,KILLSTREAKS_ORBITALSUPPORT_ROCKETS_DESC,orbitalsupport,200,,,ks_mod_osp_rockets
55,orbitalsupport_turret,KILLSTREAKS_ORBITALSUPPORT_TURRET,KILLSTREAKS_ORBITALSUPPORT_TURRET_DESC,orbitalsupport,300,,,ks_mod_osp_turrets
56,orbitalsupport_coop_offensive,KILLSTREAKS_ORBITALSUPPORT_COOP,KILLSTREAKS_ORBITALSUPPORT_COOP_DESC,orbitalsupport,200,,,ks_mod_osp_offcoop
57,orbitalsupport_flares,KILLSTREAKS_ORBITALSUPPORT_FLARES,KILLSTREAKS_ORBITALSUPPORT_FLARES_DESC,orbitalsupport,100,,,ks_mod_osp_flares
58,orbitalsupport_time,KILLSTREAKS_ORBITALSUPPORT_TIME,KILLSTREAKS_ORBITALSUPPORT_TIME_DESC,orbitalsupport,200,,,ks_mod_osp_time
59,orbitalsupport_ammo,KILLSTREAKS_ORBITALSUPPORT_AMMO,KILLSTREAKS_ORBITALSUPPORT_AMMO_DESC,orbitalsupport,150,,,ks_mod_osp_ammo
60,orbital_carepackage_roll,KILLSTREAKS_ORBITAL_CAREPACKAGE_ROLL,KILLSTREAKS_ORBITAL_CAREPACKAGE_ROLL_DESC,orbital_carepackage,100,,,ks_mod_ocp_roll
61,orbital_carepackage_fast_pickup,KILLSTREAKS_ORBITAL_CAREPACKAGE_FAST,KILLSTREAKS_ORBITAL_CAREPACKAGE_FAST_DESC,orbital_carepackage,50,,,ks_mod_ocp_fast
62,orbital_carepackage_trap,KILLSTREAKS_ORBITAL_CAREPACKAGE_TRAP,KILLSTREAKS_ORBITAL_CAREPACKAGE_TRAP_DESC,orbital_carepackage,150,,,ks_mod_ocp_trap
68,orbital_carepackage_odds,KILLSTREAKS_ORBITAL_CAREPACKAGE_ODDS,KILLSTREAKS_ORBITAL_CAREPACKAGE_ODDS_DESC,orbital_carepackage,200,,,ks_mod_ocp_odds
69,orbital_carepackage_hide,KILLSTREAKS_ORBITAL_CAREPACKAGE_HIDE,KILLSTREAKS_ORBITAL_CAREPACKAGE_HIDE_DESC,orbital_carepackage,100,,,ks_mod_ocp_hide
70,orbital_carepackage_support,KILLSTREAKS_SUPPORT_MODULE,KILLSTREAKS_SUPPORT_MODULE_DESC,orbital_carepackage,600,,1,ks_mod_ocp_drone
71,orbital_carepackage_drone,KILLSTREAKS_ORBITAL_CAREPACKAGE_DRONE,KILLSTREAKS_ORBITAL_CAREPACKAGE_DRONE_DESC,orbital_carepackage,50,,,ks_mod_ocp_support
72,emp_time_1,KILLSTREAKS_EMP_TIME,KILLSTREAKS_EMP_TIME_DESC,emp,150,,,ks_mod_emp_time
73,emp_time_2,KILLSTREAKS_EMP_TIME,KILLSTREAKS_EMP_TIME_DESC,emp,150,,,ks_mod_emp_time
74,emp_assist,KILLSTREAKS_EMP_ASSIST,KILLSTREAKS_EMP_ASSIST_DESC,emp,50,,,ks_mod_emp_assist
75,emp_flash,KILLSTREAKS_EMP_FLASH,KILLSTREAKS_EMP_FLASH_DESC,emp,50,,,ks_mod_emp_flash
76,emp_streak_kill,KILLSTREAKS_EMP_STREAK_DISABLE,KILLSTREAKS_EMP_STREAK_DISABLE_DESC,emp,400,,,ks_mod_emp_streak
77,emp_equipment_kill,KILLSTREAKS_EMP_EQUIPMENT_DISABLE,KILLSTREAKS_EMP_EQUIPMENT_DISABLE_DESC,emp,50,,,ks_mod_emp_equip
78,emp_exo_kill,KILLSTREAKS_EMP_EXO_DISABLE,KILLSTREAKS_EMP_EXO_DISABLE_DESC,emp,200,,,ks_mod_emp_exo
81,strafing_run_airstrike_two,KILLSTREAKS_AIRSTRIKE_TWO,KILLSTREAKS_AIRSTRIKE_TWO_DESC,strafing_run_airstrike,300,,,ks_mod_strafe_second
83,strafing_run_airstrike_flares,KILLSTREAKS_AIRSTRIKE_FLARES,KILLSTREAKS_AIRSTRIKE_FLARES_DESC,strafing_run_airstrike,50,,,ks_mod_strafe_flares
85,strafing_run_airstrike_package,KILLSTREAKS_AIRSTRIKE_PACKAGE,KILLSTREAKS_AIRSTRIKE_PACKAGE_DESC,strafing_run_airstrike,400,,,ks_mod_strafe_package
86,strafing_run_airstrike_stealth,KILLSTREAKS_AIRSTRIKE_STEALTH,KILLSTREAKS_AIRSTRIKE_STEALTH_DESC,strafing_run_airstrike,100,,,ks_mod_strafe_stealth
87,heavy_exosuit_radar,KILLSTREAKS_HEAVY_EXO_RADAR,KILLSTREAKS_HEAVY_EXO_RADAR_DESC,heavy_exosuit,50,,,ks_mod_heavy_radar
88,heavy_exosuit_punch,KILLSTREAKS_HEAVY_EXO_PUNCH,KILLSTREAKS_HEAVY_EXO_PUNCH_DESC,heavy_exosuit,100,0,,ks_mod_heavy_punch
89,heavy_exosuit_trophy,KILLSTREAKS_HEAVY_EXO_TROPHY,KILLSTREAKS_HEAVY_EXO_TROPHY_DESC,heavy_exosuit,50,,,ks_mod_heavy_trophy
90,heavy_exosuit_rockets,KILLSTREAKS_HEAVY_EXO_ROCKETS,KILLSTREAKS_HEAVY_EXO_ROCKETS_DESC,heavy_exosuit,100,,,ks_mod_heavy_rockets
