weapons_master,CHARACTERGEARSET_WEAPONS_MASTER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6602002,0x620200A,0x6702004,0x6904001,0x6402010,0x6800006,0x6A02002,0x6B00004,1,64
kva_scout,CHARACTERGEARSET_KVA_SCOUT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6602013,0x620200B,0x6702005,0x6906001,0x6402001,0x680600B,0x6A0A009,0x6B0E001,1,128
kva_leader,CHARACTERGEARSET_KVA_LEADER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6604013,0x620400B,0x6704005,0x6908001,0x6404001,0x680800B,0x6A0C009,0x6B18001,1,256
sentinel_medic,CHARACTERGEARSET_SENTINEL_MEDIC_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660001E,0x6204008,0x670400D,0x690000B,0x640400C,0x6804001,0x6A04009,0x6B2A001,1,512
sentinel_intel,CHARACTERGEARSET_SENTINEL_INTEL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600014,0x6206008,0x670600D,0x6900010,0x640600C,0x6806001,0x6A06009,0x6B08001,1,1024
sentinel_mobile_1,CHARACTERGEARSET_SENTINEL_MOBILE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6604001,0x6202008,0x670200D,0x6900014,0x640200C,0x680200C,0x6A02009,0x6B16001,1,2048
sentinel_mobile_2,CHARACTERGEARSET_SENTINEL_MOBILE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6604001,0x6202008,0x670200D,0x6900014,0x640200C,0x6802001,0x6A02009,0x6B16001,1,2048
sentinel_airborne_1,CHARACTERGEARSET_SENTINEL_AIRBORNE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6606001,0x6208008,0x670800D,0x6900008,0x640E00D,0x680400C,0x6A06001,0x6B0A001,1,4096
sentinel_airborne_2,CHARACTERGEARSET_SENTINEL_AIRBORNE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6606001,0x6208008,0x670800D,0x6900008,0x640E00D,0x6808001,0x6A06001,0x6B0A001,1,4096
zombie,CHARACTERGEARSET_ZOMBIE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6608001,0x620A009,0x670E001,0x6900017,0x6400010,0x680A001,0x6A04007,0x6B2C001,1,8192
atlas_ranger,CHARACTERGEARSET_ATLAS_RANGER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6606012,0x6208009,0x6706007,0x6902002,0x640C00D,0x680A007,0x6A02008,0x6B0A002,1,16384
atlas_tier1,CHARACTERGEARSET_ATLAS_TIER_1_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6602012,0x6202009,0x6702007,0x690000D,0x6408003,0x6806007,0x6A04008,0x6B04002,1,32768
atlas_intel,CHARACTERGEARSET_ATLAS_INTEL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6606010,0x6208001,0x6704001,0x6900007,0x640400D,0x680400D,0x6A04001,0x6B14001,1,65536
kva_mercenary_1,CHARACTERGEARSET_KVA_MERCENARY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600002,0x620000A,0x6700004,0x690000C,0x640C001,0x6804006,0x6A0000D,0x6B00008,1,131072
kva_mercenary_2,CHARACTERGEARSET_KVA_MERCENARY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600002,0x620000A,0x6700004,0x690000C,0x640C001,0x6800010,0x6A0000D,0x6B00008,1,131072
kva_mercenary_3,CHARACTERGEARSET_KVA_MERCENARY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600006,0x620000A,0x6700004,0x690000C,0x640C001,0x6804006,0x6A0000D,0x6B00008,1,131072
kva_mercenary_4,CHARACTERGEARSET_KVA_MERCENARY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600006,0x620000A,0x6700004,0x690000C,0x640C001,0x6800010,0x6A0000D,0x6B00008,1,131072
altas_guard,CHARACTERGEARSET_ATLAS_GUARD_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,0x6C02007,0x6604011,0x6204002,0x6704008,0x690200C,0x6404002,,0x6A06002,0x6B02007,1,262144
kva_radical_1,CHARACTERGEARSET_KVA_RADICAL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6606002,0x620600A,0x6706004,0x690800C,0x640E001,0x6806006,0x6A0C002,0x6B02008,1,524288
kva_radical_2,CHARACTERGEARSET_KVA_RADICAL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6606002,0x620600A,0x6706004,0x690800C,0x640E001,0x6802010,0x6A0C002,0x6B02008,1,524288
marine_grenadier,CHARACTERGEARSET_MARINE_GRENADIER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660200F,0x620C00C,0x6708006,0x690A003,0x6402004,0x6804008,0x6A0E004,0x6B12003,1,1048576
marine_expeditionary,CHARACTERGEARSET_MARINE_EXPEDITIONARY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660000D,0x620200C,0x6702006,0x6908003,0x6402008,0x6802008,0x6A02004,0x6B02003,1,2097152
nigerian_police,CHARACTERGEARSET_NIGERIAN_POLICE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600003,0x6200007,0x6700011,0x6902003,0x6400009,0x6800004,0x6A0000A,0x6B10003,1,4194304
white_out,CHARACTERGEARSET_WHITE_OUT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660002B,0x620000E,0x6700014,0x690001B,0x6400011,0x6800017,0x6A0200E,0x6B0A008,1,8388608
kva_believer,CHARACTERGEARSET_KVA_BELIEVER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6602006,0x6208002,0x670200F,0x690C00C,0x6408002,0x6804010,0x6A0600D,0x6B04008,2,1
biohazard,CHARACTERGEARSET_BIOHAZARD_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600030,0x6200011,0x6700016,0x690001C,0x6400014,0x6800019,0x6A00010,0x6B00011,2,2
atlas_vigilante_1,CHARACTERGEARSET_ATLAS_VIGILANTE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,0x6C00007,0x6600011,0x6200002,0x6700008,,0x6400002,0x6800009,0x6A00002,0x6B00007,2,4
atlas_vigilante_2,CHARACTERGEARSET_ATLAS_VIGILANTE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,0x6C00007,0x6600011,0x6200002,0x6700008,,0x6400002,0x680000F,0x6A00002,0x6B00007,2,4
kva_para_military,CHARACTERGEARSET_KVA_PARA_MIL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6608002,0x620800A,0x6708004,0x690E00C,0x6404010,0x6808006,0x6A0800D,0x6B08008,2,8
sentinel_recon_1,CHARACTERGEARSET_SENTINEL_RECON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600004,0x6200004,0x6700003,0x6900002,0x6400003,0x6800003,0x6A0000B,0x6B00002,2,16
sentinel_recon_2,CHARACTERGEARSET_SENTINEL_RECON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600004,0x6200004,0x6700003,0x6900002,0x6400003,0x680000E,0x6A0000B,0x6B00002,2,16
marksman_1,CHARACTERGEARSET_MARKSMAN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6604004,0x6204004,0x6706003,0x6900018,0x6406003,0x6804007,0x6A04003,0x6B06002,2,32
marksman_2,CHARACTERGEARSET_MARKSMAN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660001D,0x6204004,0x6706003,0x6900018,0x6406003,0x6804007,0x6A04003,0x6B06002,2,32
mastery,CHARACTERGEARSET_MASTERY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660200B,0x620600C,0x6702009,0x6904003,0x6402009,0x6802004,0x6A04004,0x6B04003,2,64
kva_assassin_1,CHARACTERGEARSET_KVA_ASSASSIN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6604002,0x620400A,0x6704004,0x690A00C,0x640A001,0x6806010,0x6A0A002,0x6B06008,2,128
kva_assassin_2,CHARACTERGEARSET_KVA_ASSASSIN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6604002,0x620400A,0x6704004,0x690A00C,0x640A001,0x6802006,0x6A0A002,0x6B06008,2,128
atlas_infantry_1,CHARACTERGEARSET_ATLAS_INFANTRY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,0x6C00008,0x6600001,0x6200001,0x6700001,,0x640000D,0x680000D,0x6A00001,0x6B00005,2,256
atlas_infantry_2,CHARACTERGEARSET_ATLAS_INFANTRY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,0x6C00008,0x6600001,0x6200001,0x6700001,,0x640000D,0x6800005,0x6A00001,0x6B00005,2,256
kva_civilian_1,CHARACTERGEARSET_KVA_CIVILIAN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600009,0x620000B,0x6700005,0x690000E,0x6400001,0x680400B,0x6A00007,0x6B1C001,2,512
kva_civilian_2,CHARACTERGEARSET_KVA_CIVILIAN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6600018,0x620000B,0x6700005,0x690000E,0x6400001,0x680400B,0x6A00007,0x6B1C001,2,512
sentinel_ci,CHARACTERGEARSET_SENTINEL_CI_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x660A001,0x620A008,0x670A00D,0x690A00E,0x640A00C,0x6800015,0x6A02007,0x6B2E001,2,1024
fireproof,CHARACTERGEARSET_FIREPROOF_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,8,,0x6602030,0x6202011,0x6702016,0x690201C,0x6402014,0x6802019,0x6A02010,0x6B02011,2,2048
nigerian_infantry,CHARACTERGEARSET_NIGERIAN_INFANTRY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6602003,0x6204007,0x6702011,0x6900016,0x6406009,,0x6A08004,0x6B08003,2,4096
nigerian_command,CHARACTERGEARSET_NIGERIAN_COMMAND_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x660400B,0x620A00C,0x6704009,,0x6408009,0x6804004,0x6A0A004,0x6B0E003,2,8192
atlas_mobile,CHARACTERGEARSET_ATLAS_MOBILE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6608010,0x6202001,0x6702001,,0x640200D,0x680200D,0x6A0E009,0x6B1E001,2,16384
atlas_ct,CHARACTERGEARSET_ATLAS_CT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6602011,0x6202002,0x6702008,0x690400C,0x6402002,,0x6A04002,0x6B04007,2,32768
nigerian_armoured,CHARACTERGEARSET_NIGERIAN_AMOURED_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x660200A,0x6202007,0x670000A,0x6906003,0x6404009,,0x6A06004,0x6B06003,2,65536
atlas_engineer_1,CHARACTERGEARSET_ATLAS_ENGINEER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,,0x620A001,0x670C001,0x690800E,0x640200F,0x6800016,0x6A08001,0x6B28001,2,131072
atlas_engineer_2,CHARACTERGEARSET_ATLAS_ENGINEER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,,0x620A001,0x670C001,0x690800E,0x640200F,0x680A00D,0x6A08001,0x6B28001,2,131072
kva_recon,CHARACTERGEARSET_KVA_RECON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6606013,0x620800B,,0x690200E,0x6408001,,0x6A00005,0x6B20001,2,262144
sentinel_operator,CHARACTERGEARSET_SENTINEL_OPERATOR_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x660001B,0x6206004,0x6704003,0x6900019,0x640C003,,0x6A0200B,0x6B0E002,2,524288
atlas_orbital,CHARACTERGEARSET_ATLAS_ORBITAL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6608012,0x6206009,0x6708007,,0x640A00D,0x680C007,0x6A00008,0x6B0C002,2,1048576
atlas_contractor,CHARACTERGEARSET_ATLAS_CONTRACTOR_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6600008,0x6206002,0x670200C,0x690600C,0x6406002,,0x6A08002,0x6B06007,2,2097152
marine_cavalry,CHARACTERGEARSET_MARINE_CAVALRY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6602005,0x620400C,0x6704006,0x6900015,0x6404008,,,0x6B0C003,2,4194304
atlas_recon_1,CHARACTERGEARSET_ATLAS_RECON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,0x6C00004,0x6600012,0x6200009,0x6700007,,,0x6800011,0x6A00003,,2,8388608
atlas_recon_2,CHARACTERGEARSET_ATLAS_RECON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,0x6C00004,0x6600012,0x6200009,0x6700007,,,0x6800007,0x6A00003,,2,8388608
sentinel_specialist,CHARACTERGEARSET_SENTINEL_SPECIALIST_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6604012,0x6204009,0x6704007,,0x640A003,0x6808007,,0x6B02002,3,1
eco,CHARACTERGEARSET_ECO_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660002C,0x6208011,0x6704016,,0x640A014,,0x6A08010,0x6B0000E,3,2
bomber,CHARACTERGEARSET_BOMBER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,0x6C04009,0x660003D,0x6200014,0x6706009,,0x6400018,,0x6A0A014,0x6B02016,3,4
paratrooper,CHARACTERGEARSET_PARATROOPER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6600036,0x6206007,0x670001A,0x690001D,0x6406014,0x6804019,,0x6B00016,3,8
tiki,CHARACTERGEARSET_TIKI_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6616010,0x620C011,0x670A016,,0x640E014,0x6804017,0x6A0E010,0x6B16002,3,16
thermal,CHARACTERGEARSET_THERMAL_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6600033,0x620E011,0x670C016,0x690201B,0x640A012,,0x6A00013,0x6B00013,3,32
lagoon,CHARACTERGEARSET_LAGOON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6618010,0x620600F,0x670A01B,,0x6402017,0x6806017,0x6A02013,0x6B14002,3,64
disco,CHARACTERGEARSET_DISCO_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6604021,0x620C002,0x6702017,,0x6400016,0x680A008,0x6A06007,0x6B00015,3,128
backdraft,CHARACTERGEARSET_BACKDRAFT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x661A010,0x620800F,0x670C01B,,0x6404017,0x6808017,0x6A04013,0x6B1A002,3,256
aces,CHARACTERGEARSET_ACES_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x660A021,0x620E002,0x6700024,,0x6402016,0x680201A,0x6A0C008,0x6B26002,3,512
xray,CHARACTERGEARSET_XRAY_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6606021,0x620A00A,0x670A004,,0x640800F,0x6808008,0x6A00012,0x6B22002,3,1024
psychedelic,CHARACTERGEARSET_PSYCHEDELIC_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6614010,0x620A011,0x6706016,,0x640C014,0x6802017,0x6A0A010,0x6B18002,3,2048
tombstone,CHARACTERGEARSET_TOMBSTONE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600029,0x620E00C,0x670601B,,0x6406010,,0x6A0000F,0x6B0000C,3,4096
jackpot,CHARACTERGEARSET_JACKPOT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6608021,0x620C008,0x670A005,,0x6402013,0x680A006,0x6A08014,0x6B28002,3,8192
punk,CHARACTERGEARSET_PUNK_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6600034,0x620A002,0x670801B,,0x640E009,0x680001A,0x6A06014,0x6B00012,3,16384
enlightened,CHARACTERGEARSET_ENLIGHTENED_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,0x6C06009,0x660C001,0x6200013,0x670A003,,0x640600F,,0x6A02014,0x6B00010,3,32768
luchador,CHARACTERGEARSET_LUCHADOR_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6600032,0x620600D,0x670201C,,0x6408004,0x680C00B,0x6A00014,0x6B00014,3,65536
surfer,CHARACTERGEARSET_SURFER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,0x6C08007,0x660002E,0x620000F,0x6700015,,0x6408010,,,0x6B0000D,3,131072
carnevale,CHARACTERGEARSET_CARNEVALE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600031,0x620A00D,0x6700017,,0x6400015,,0x6A0E002,0x6B0400B,3,262144
samurai,CHARACTERGEARSET_SAMURAI_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600040,0x6204010,0x6700022,,0x640E012,0x680C006,,0x6B0600B,3,524288
arachnid,CHARACTERGEARSET_ARACHNID_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660602C,0x6200012,0x670201F,,0x6406012,0x680E00B,,0x6B0A00E,3,1048576
trapper,CHARACTERGEARSET_TRAPPER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660003B,0x620C004,0x670001B,,0x640A009,,0x6A0200F,0x6B00017,3,2097152
clown,CHARACTERGEARSET_CLOWN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660002F,0x620E004,0x6702015,,0x640C004,,0x6A0A00D,0x6B02014,3,4194304
passionate,CHARACTERGEARSET_PASSIONATE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,0x6C04007,0x660002D,0x6208007,0x6704011,,0x640400F,,0x6A0600B,0x6B2C00A,3,8388608
neuro,CHARACTERGEARSET_NEURO_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660402C,0x620400F,0x6700021,,0x6400017,,0x6A0800B,0x6B0800E,4,1
kraken,CHARACTERGEARSET_KRAKEN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660202C,0x620800D,0x670001F,,0x640A004,,0x6A0400B,0x6B0600E,4,2
robot,CHARACTERGEARSET_PROTON_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660003C,0x6202010,0x670201B,,0x640C012,,0x6A0A008,0x6B0001C,4,4
voodoo,CHARACTERGEARSET_VOODOO_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660003F,0x6202006,0x670401B,,0x640A010,,0x6A0400F,0x6B02017,4,8
arctic,CHARACTERGEARSET_ARCTIC_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600037,0x620A004,0x6700019,,0x6404012,0x6804018,,0x6B02013,4,16
diver,CHARACTERGEARSET_DIVER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660003E,0x6204011,0x670001E,,0x6404014,,0x6A04010,0x6B02018,4,32
boxer,CHARACTERGEARSET_BOXER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600039,0x620200F,0x670001C,,0x6406004,,0x6A0C001,0x6B04014,4,64
pilot,CHARACTERGEARSET_PILOT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600038,0x620E001,0x6700018,,0x6408012,,0x6A04014,0x6B04013,4,128
atlas_task_force,CHARACTERGEARSET_ATLAS_TASK_FORCE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,0x6C06007,0x660C011,0x620C00B,0x6702010,,0x640E004,,,0x6B06006,4,256
shg,CHARACTERGEARSET_SHG_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,5,0x6C0A007,0x660A011,0x620A00B,,,0x640C009,,,0x6B24001,4,512
aviator,CHARACTERGEARSET_AVIATOR_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,0x6C02009,0x6604015,0x6202014,0x6708009,,0x6402018,,0x6A0C014,0x6B04006,4,1024
conquistador,CHARACTERGEARSET_CONQUISTADOR_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600041,0x6200015,0x6700023,,0x6404013,,0x6A0600F,0x6B0001A,4,2048
spartan,CHARACTERGEARSET_SPARTAN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600042,0x6204006,0x670401C,,0x6400019,0x680200F,,0x6B0201A,4,4096
desert_rat,CHARACTERGEARSET_DESERT_RAT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600043,0x620A007,0x6702025,,0x640001A,,0x6A00015,0x6B04009,4,8192
shortwave,CHARACTERGEARSET_SHORTWAVE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600044,0x6204014,0x6700025,,0x640001B,,0x6A0E014,0x6B0001B,4,16384
mardi_gras,CHARACTERGEARSET_MARDI_GRAS_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6602031,0x6206010,0x6704017,,0x6404018,,0x6A0E008,0x6B0800B,4,32768
ronin,CHARACTERGEARSET_RONIN_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6602004,0x6202004,0x6702003,0x690001A,0x6404003,,0x6A02003,0x6B08002,4,65536
combat_diver,CHARACTERGEARSET_COMBAT_DIVER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600045,0x620C00D,0x6700026,,0x640001C,,0x6A00016,0x6B0001D,4,131072
heist,CHARACTERGEARSET_HEIST_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6602020,0x6206014,0x6700027,0x690401B,0x640C010,,,0x6B0001E,4,262144
atlas_racing,CHARACTERGEARSET_ATLAS_RACING_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6600046,0x620C00A,0x6700028,0x690601B,0x640001D,,,0x6B08006,4,524288
sentinel_biker,CHARACTERGEARSET_SENTINEL_BIKER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x6604006,0x620400E,0x6700029,0x690201D,0x640E010,,,0x6B0E00B,4,1048576
raider,CHARACTERGEARSET_RAIDER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,0x6C0000C,,0x6206006,0x670002A,,0x6406018,0x680400F,,0x6B0001F,4,2097152
hunter,CHARACTERGEARSET_HUNTER_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,0x6C0C007,0x660203D,0x620C007,0x6704025,,0x640201B,,,0x6B06013,4,8388608
gingerbread,CHARACTERGEARSET_GINGERBREAD_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,7,,0x6600047,0x620E00A,0x670002B,0x690001E,0x640001E,,0x6A00017,0x6B00020,5,1
astronaut,CHARACTERGEARSET_ASTRONAUT_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x660E021,0x620A014,0x6702018,,0x6408018,,0x6A06013,0x6B00022,5,2
subfreeze,CHARACTERGEARSET_SUBFREEZE_SET,CHARACTERGEARSET_INCREASE_XP_10_PERCENT,xp,.05,6,,0x661C010,0x620200E,0x6702019,,0x640401B,,0x6A0A00B,0x6B0A006,5,4
