pants,8,42,0,13,LOOT_ATLAS_PANTS,s1_cao_image_pants_11,0x640000D,6,,,
pants,9,48,0,14,LOOT_BLOODSHED_PANTS,s1_cao_image_pants_76,0x640000E,2,,,
pants,10,54,0,15,LOOT_ATLAS_CHALLENGE_PANTS,s1_cao_image_pants_10,0x640000F,4,,,
pants,11,60,0,16,LOOT_ZOMBIE_PANTS,s1_cao_image_pants_01x,0x6400010,7,,,
pants,12,66,0,17,LOOT_ARTIC_PANTS,s1_cao_image_pants_77,0x6400011,,,,
pants,13,72,0,18,LOOT_IMMORTAL_PANTS,s1_cao_image_pants_17g,0x6400012,7,,,
pants,14,78,0,19,LOOT_ROYALTY_PANTS,s1_cao_image_pants_10i,0x6400013,3,,,
pants,15,84,0,20,LOOT_HAZMAT_PANTS,s1_cao_image_pants_78,0x6400014,6,,,
pants,16,90,0,21,LOOT_CARNEVALE_PANTS,s1_cao_image_pants_76c,0x6400015,,,,
pants,17,96,0,22,LOOT_DISCO_PANTS,s1_cao_image_pants_disco,0x6400016,1,,,
pants,18,102,0,23,LOOT_NEURO_PANTS,s1_cao_image_pants_neuro,0x6400017,2,,,
pants,19,108,0,24,LOOT_BOMBER_PANTS,s1_cao_image_pants_bomb,0x6400018,4,,,
pants,20,114,0,25,LOOT_SPARTAN_PANTS,s1_cao_image_pants_76spa,0x6400019,,,,
pants,21,120,0,26,LOOT_DESERT_RAT_PANTS,s1_cao_image_pants_80,0x640001A,,,,
pants,22,126,0,27,LOOT_SHORTWAVE_PANTS,s1_cao_image_pants_20rad,0x640001B,2,,,
pants,23,132,0,28,LOOT_UDT_PANTS,s1_cao_image_pants_81,0x640001C,,,,
pants,24,134,0,29,LOOT_ATLAS_RACING_PANTS,s1_cao_image_pants_01car,0x640001D,,,,
pants,25,140,0,30,LOOT_GINGERBREAD_PANTS,s1_cao_image_pants_14x,0x640001E,,,,
eyewear,1,0,0,0,LOOT_NONE_CAPS,s1_cao_image_none,0x6C00000,,,,
eyewear,2,0,0,1,LOOT_ANTIX_SUNGLASSES,s1_cao_image_eyewear_sunglasses_antix,0x6C00001,,,,
eyewear,3,17,0,2,LOOT_RP_SUNGLASES,s1_cao_image_eyewear_sunglasses_rp,0x6C00002,,,,
eyewear,4,34,0,3,LOOT_GRUNT_EYEWEAR,s1_cao_image_eyewear_07a,0x6C00003,,eyewear,,
eyewear,5,51,0,4,LOOT_ELITE_EYEWEAR,s1_cao_image_eyewear_08a,0x6C00004,,eyewear,,
eyewear,6,68,0,5,LOOT_DEADEYE,s1_cao_image_eyewear_10a,0x6C00005,,eyewear,,
eyewear,7,85,0,6,LOOT_GASCAN_SUNGLASSES,s1_cao_image_eyewear_sunglasses_gascan,0x6C00006,,,,
eyewear,8,102,0,7,LOOT_AVIATORS,s1_cao_image_eyewear_09a,0x6C00007,6,,,
eyewear,9,119,0,8,LOOT_ATLAS_GOGGLES,s1_cao_image_eyewear_goggles_atlas,0x6C00008,,eyewear,,
eyewear,10,136,0,9,LOOT_RED_BARON_GOGGLES,s1_cao_image_eyewear_06a,0x6C00009,3,eyewear,,
eyewear,11,153,0,10,LOOT_PRE_ORDER,s1_cao_image_eyewear_goggles_atlas_1,0x6C0000A,,eyewear,,
eyewear,12,170,0,11,LOOT_SIGNATURE_SERIES_OFFSHOOT_SUNGLASSES,s1_cao_image_eyewear_sunglasses_antix_1,0x6C0000B,,,,
eyewear,13,187,0,12,LOOT_RAIDER_GOGGLES,s1_cao_image_eyewear_05apo,0x6C0000C,,eyewear,,
hat,1,0,0,0,LOOT_NONE_CAPS,s1_cao_image_none,0x6600000,,,,
hat,2,0,0,1,LOOT_ATLAS_HELMET,s1_cao_image_headgear_helmet_atlas,0x6600001,6,helmet,,
hat,3,17,0,2,LOOT_KVA_MASK,s1_cao_image_headgear_fullmask,0x6600002,4,fullmask,visor,
hat,4,19,0,3,LOOT_NIGERIAN_ARMY_HELMET,s1_cao_image_headgear_07a,0x6600003,1,helmet,,
hat,5,36,0,4,LOOT_SENTINEL_COVERT_MASK,s1_cao_image_headgear_fullmask_b,0x6600004,2,fullmask,visor,
hat,6,38,0,5,LOOT_MARINE_OPS_HELMET,s1_cao_image_headgear_11a,0x6600005,2,helmet,visor,
hat,7,55,0,6,LOOT_BANDANA,s1_cao_image_headgear_14a,0x6600006,2,helmet,,
hat,8,72,0,7,LOOT_COVERT_MASK,s1_cao_image_headgear_fullmask_c,0x6600007,,fullmask,visor,
hat,9,74,0,8,LOOT_NK_HELMET_1,s1_cao_image_headgear_20,0x6600008,,helmet,visor,
hat,10,91,0,9,LOOT_KVA_FACEMASK_2,s1_cao_image_headgear_21,0x6600009,,helmet,visor,
hat,11,108,0,10,LOOT_NK_HELMET_3,s1_cao_image_headgear_19a,0x660000A,1,helmet,,
hat,12,109,0,11,LOOT_NK_HELMET_4,s1_cao_image_headgear_22a,0x660000B,2,helmet,visor,
hat,13,111,0,13,LOOT_GRUNT_FULLMASK,s1_cao_image_headgear_25a,0x660000D,,fullmask,visor,
hat,14,112,0,14,LOOT_BERET,s1_cao_image_headgear_28,0x660000E,,helmet,,
hat,15,129,0,15,LOOT_MARINE_HELMET,s1_cao_image_headgear_12a,0x660000F,1,helmet,,
hat,16,146,0,16,LOOT_SENTINEL_HELMET,s1_cao_image_headgear_helmet_sentinel,0x6600010,14,helmet,,
hat,17,163,0,17,LOOT_ATLAS_CAP,s1_cao_image_headgear_cap_a,0x6600011,6,helmet,,
hat,18,180,0,18,LOOT_MPUI_HAT_STYLE7,s1_cao_image_headgear_20a,0x6600012,7,fullmask,visor,
hat,19,182,0,19,LOOT_KVA_WITH_GAS_MASK,s1_cao_image_headgear_26,0x6600013,3,helmet,visor,
hat,20,199,0,20,LOOT_SENTINEL_HELM,s1_cao_image_headgear_15a,0x6600014,,helmet,visor,
hat,21,200,0,21,LOOT_BARON_HAT,s1_cao_image_headgear_27,0x6600015,2,helmet,,
hat,22,217,0,22,LOOT_ELITE_SENTINEL_HELMET,s1_cao_image_headgear_29,0x6600016,,helmet,visor,
hat,23,219,0,23,LOOT_NIGERIAN_ARMY_OPS_HELMET,s1_cao_image_headgear_13a,0x6600017,,helmet,,
hat,24,236,0,24,LOOT_BEANIE,s1_cao_image_headgear_beanie,0x6600018,1,helmet,,
hat,25,253,0,25,LOOT_NORTH_KOREAN_ARMY_HELMETA,s1_cao_image_headgear_09a,0x6600019,,helmet,,
hat,26,270,0,26,LOOT_HEADHUNTER_HELMET,s1_cao_image_headgear_30,0x660001A,,fullmask,visor,
hat,27,272,0,27,LOOT_SENTINEL_OPERATOR_HELMET,s1_cao_image_headgear_10j,0x660001B,,fullmask,visor,
hat,28,274,0,28,LOOT_SP_UNLOCK_HELMET,s1_cao_image_headgear_16a,0x660001C,1,fullmask,visor,
hat,29,276,0,29,LOOT_BLOODSHED_HELMET,s1_cao_image_headgear_31a,0x660001D,3,fullmask,visor,
hat,30,278,0,30,LOOT_SENTINEL_MEDIC_HELMET,s1_cao_image_headgear_15a_1,0x660001E,,helmet,visor,
hat,31,279,0,31,LOOT_ELITE_SMOKE_HELMET,s1_cao_image_headgear_32a,0x660001F,,fullmask,visor,
hat,32,281,0,32,LOOT_JOKER_HELMET,s1_cao_image_headgear_33a,0x6600020,1,helmet,visor,
hat,33,298,0,33,LOOT_STEAMPUNK_HELMET,s1_cao_image_headgear_34,0x6600021,7,fullmask,visor,
hat,34,300,0,34,LOOT_PANDA_HELMET,s1_cao_image_headgear_35,0x6600022,1,fullmask,visor,
hat,35,302,0,35,LOOT_FLAG_HELMETS,s1_cao_image_headgear_flag_21,0x6600023,16,helmet,,
hat,36,319,0,40,LOOT_CHAMPIONSHIP_HELMET,s1_cao_image_headgear_32g,0x6600028,,fullmask,visor,
hat,37,321,0,41,LOOT_COWBOY_HAT,s1_cao_image_headgear_40,0x6600029,,helmet,,
hat,38,338,0,43,LOOT_ARCTIC_HELMET,s1_cao_image_headgear_36,0x660002B,,fullmask,visor,
hat,39,340,0,44,LOOT_TREE_HELMET,s1_cao_image_headgear_38,0x660002C,3,fullmask,visor,
hat,40,342,0,45,LOOT_LADY_ONE,s1_cao_image_headgear_41,0x660002D,,helmet,,
hat,41,359,0,46,LOOT_RIPTIDE_HAT,s1_cao_image_headgear_39,0x660002E,,helmet,,
hat,42,376,0,47,LOOT_CLOWN_MASK,s1_cao_image_headgear_45,0x660002F,,fullmask,visor,
hat,43,378,0,48,LOOT_HAZMAT_MASK,s1_cao_image_headgear_42,0x6600030,1,fullmask,visor,
hat,44,380,0,49,LOOT_PLAGUE_MASK,s1_cao_image_headgear_44,0x6600031,1,fullmask,visor,
hat,45,382,0,50,LOOT_LUCHADOR_MASK,s1_cao_image_headgear_46,0x6600032,,helmet,visor,
hat,46,399,0,51,LOOT_FIREFIGHTER_HELMET,s1_cao_image_headgear_43,0x6600033,3,fullmask,visor,
hat,47,401,0,52,LOOT_PUNK_HELMET,s1_cao_image_headgear_47,0x6600034,,helmet,,
hat,48,418,0,54,LOOT_SENTINEL_HALO_HELMET,s1_cao_image_headgear_37,0x6600036,,helmet,,
hat,49,420,0,55,LOOT_SENTINEL_ARCTIC_HELMET,s1_cao_image_headgear_49,0x6600037,,helmet,,
hat,50,437,0,56,LOOT_SENTINEL_PILOT_MASK,s1_cao_image_headgear_48,0x6600038,,helmet,visor,
hat,51,454,0,57,LOOT_BOXER_HELMET,s1_cao_image_headgear_52,0x6600039,,helmet,,
hat,52,471,0,59,LOOT_TRAPPER_HAT,s1_cao_image_headgear_51,0x660003B,,helmet,,
hat,53,488,0,60,LOOT_ROBOT_HELMET,s1_cao_image_headgear_53,0x660003C,,fullmask,visor,
hat,54,490,0,61,LOOT_BOMBER_HAT,s1_cao_image_headgear_54,0x660003D,1,helmet,,
hat,55,507,0,62,LOOT_DIVER_HELMET,s1_cao_image_headgear_55,0x660003E,,fullmask,visor,
hat,56,509,0,63,LOOT_VOODOO_HAT,s1_cao_image_headgear_56,0x660003F,,helmet,,
hat,57,526,0,64,LOOT_SAMURAI_HELMET,s1_cao_image_headgear_57,0x6600040,,fullmask,visor,
hat,58,528,0,65,LOOT_CONQUISTADOR_HELMET,s1_cao_image_headgear_58,0x6600041,,helmet,visor,
hat,59,545,0,66,LOOT_SPARTAN_HELMET,s1_cao_image_headgear_59,0x6600042,,helmet,visor,
hat,60,562,0,67,LOOT_DESERT_RAT_HELMET,s1_cao_image_headgear_65,0x6600043,,helmet,,
hat,61,579,0,68,LOOT_SHORTWAVE_HELMET,s1_cao_image_headgear_66,0x6600044,,helmet,,
hat,62,596,0,69,LOOT_UDT_MASK,s1_cao_image_headgear_67,0x6600045,,fullmask,visor,
hat,63,598,0,70,LOOT_ATLAS_RACING_HELMET,s1_cao_image_headgear_68car,0x6600046,,helmet,,
hat,64,600,0,71,LOOT_GINGERBREAD_HELMET,s1_cao_image_headgear_53x,0x6600047,,fullmask,visor,
hat,65,602,0,72,LOOT_MOUSTACHE,s1_cao_image_headgear_70,0x6600048,,helmet,visor,
gear,1,0,0,1,LOOT_ATLAS_ASSAULT,s1_cao_image_loadout_assault_atlas,0x6700001,7,,,
gear,2,2,0,2,LOOT_MARINE_SMG,s1_cao_image_loadout_marine_18a,0x6700002,,,,
gear,3,4,0,3,LOOT_SENTINEL_COVERT_ASSAULT,s1_cao_image_loadout_05a,0x6700003,5,,,
gear,4,6,0,4,LOOT_ATLAS_SECURITY,s1_cao_image_loadout_21a_5,0x6700004,7,,,
gear,5,8,0,5,LOOT_PMC_ASSAULT,s1_cao_image_loadout_07a,0x6700005,5,,,
gear,6,10,0,6,LOOT_MARINE_ASSAULT,s1_cao_image_loadout_marine_19a,0x6700006,4,,,
gear,7,12,0,7,LOOT_MPUI_GEAR_STYLE5,s1_cao_image_loadout_29a,0x6700007,7,,,
gear,8,14,0,8,LOOT_ATLAS_PMC_ASSAULT,s1_cao_image_loadout_02a,0x6700008,2,,,
gear,9,16,0,9,LOOT_NIGERIAN_1,s1_cao_image_loadout_35a,0x6700009,4,,,
gear,10,18,0,10,LOOT_NIERIAN_2,s1_cao_image_loadout_37a,0x670000A,,,,
gear,11,20,0,11,LOOT_ATLAS_SECURITY_GEAR,s1_cao_image_loadout_31a,0x670000B,,,,
gear,12,22,0,12,LOOT_KVA_SHOTGUN_GEAR,s1_cao_image_loadout_33a,0x670000C,1,,,
gear,13,24,0,13,LOOT_SENTINEL_ASSAULT,s1_cao_image_loadout_assault_sentinel,0x670000D,5,,,
gear,14,26,0,14,LOOT_MARINE_SHOTGUN,s1_cao_image_loadout_marine_20a,0x670000E,,,,
gear,15,28,0,15,LOOT_KVA_ASSAULT,s1_cao_image_loadout_assault_kva,0x670000F,1,,,
gear,16,30,0,16,LOOT_ATLAS_RECON,s1_cao_image_loadout_27a,0x6700010,1,,,
gear,17,32,0,17,LOOT_NIGERIAN_ARMY_ASSAULT,s1_cao_image_loadout_08a,0x6700011,2,,,
gear,18,34,0,18,LOOT_BLOODSHED_LOADOUT,s1_cao_image_loadout_39,0x6700012,5,,,
gear,19,36,0,19,LOOT_ELITE_LOADOUT,s1_cao_image_loadout_26a,0x6700013,3,,,
gear,20,38,0,20,LOOT_ARTIC_LOADOUT,s1_cao_image_loadout_40,0x6700014,,,,
gear,21,40,0,21,LOOT_RIPTIDE_LOADOUT,s1_cao_image_loadout_41,0x6700015,1,,,
gear,22,42,0,22,LOOT_HAZMAT_LOADOUT,s1_cao_image_loadout_42,0x6700016,5,,,
gear,23,44,0,23,LOOT_PLAGUE_LOADOUT,s1_cao_image_loadout_43,0x6700017,2,,,
gear,24,46,0,24,LOOT_SENTINEL_PILOT_LOADOUT,s1_cao_image_loadouts_44,0x6700018,1,,,
gear,25,48,0,25,LOOT_SENTINEL_ARCTIC_LOADOUT,s1_cao_image_loadouts_46,0x6700019,1,,,
gear,26,50,0,26,LOOT_SENTINEL_HALO_LOADOUT,s1_cao_image_loadout_45,0x670001A,,,,
gear,27,52,0,27,LOOT_TRAPPER_LOADOUT,s1_cao_image_loadout_47,0x670001B,6,,,
gear,28,54,0,28,LOOT_BOXER_LOADOUT,s1_cao_image_loadouts_48,0x670001C,2,,,
gear,29,56,0,30,LOOT_DIVER_LOADOUT,s1_cao_image_loadouts_50,0x670001E,,,,
gear,30,58,0,31,LOOT_KRAKEN_LOADOUT,s1_cao_image_loadouts_51,0x670001F,1,,,
gear,31,60,0,32,LOOT__2015_COD_CHAMPS_LOADOUT,s1_cao_image_loadout_29den,0x6700020,,,,
gear,32,62,0,33,LOOT_NEURO_LOADOUT,s1_cao_image_loadouts_52,0x6700021,,,,
gear,33,64,0,34,LOOT_SAMURAI_LOADOUT,s1_cao_image_loadouts_49,0x6700022,,,,
gear,34,66,0,35,LOOT_CONQUISTADOR_LOADOUT,s1_cao_image_loadouts_53,0x6700023,,,,
gear,35,68,0,36,LOOT_ACES_LOADOUT,s1_cao_image_loadout_39_6,0x6700024,,,,
gear,36,70,0,37,LOOT_SHORTWAVE_LOADOUT,s1_cao_image_loadouts_54,0x6700025,2,,,
gear,37,72,0,38,LOOT_UDT_LOADOUT,s1_cao_image_loadouts_55,0x6700026,,,,
gear,38,74,0,39,LOOT_BANK_ROBBER_LOADOUT,s1_cao_image_loadouts_56,0x6700027,,,,
gear,39,75,0,40,LOOT_ATLAS_RACING_LOADOUT,s1_cao_image_loadouts_57,0x6700028,,,,
gear,40,76,0,41,LOOT_SENTINEL_BIKER_LOADOUT,s1_cao_image_loadouts_58,0x6700029,,,,
gear,41,78,0,42,LOOT_RAIDER_LOADOUT,s1_cao_image_loadouts_59,0x670002A,,,,
gear,42,80,0,43,LOOT_GINGERBREAD_LOADOUT,s1_cao_image_loadouts_21x,0x670002B,,,,
gear,43,82,0,44,LOOT_COMMANDO_LOADOUT,s1_cao_image_loadouts_18c,0x670002C,,,,
kneepads,1,0,0,0,LOOT_NONE_CAPS,s1_cao_image_none,0x6800000,,,,
kneepads,2,0,0,1,LOOT_SENTINEL_KNEEPADS,s1_cao_image_kneepad_03,0x6800001,5,kneepads,,
kneepads,3,1,0,3,LOOT_SENTINEL_COVERT_KNEEPADS,s1_cao_image_kneepad_04a,0x6800003,,kneepads,,
kneepads,4,2,0,4,LOOT_NIGERIAN_ARMY_KNEEPADS,s1_cao_image_kneepad_06a,0x6800004,2,kneepads,,
kneepads,5,3,0,5,LOOT_ATLAS_KNEEPADS,s1_cao_image_kneepad_02a,0x6800005,,kneepads,,
kneepads,6,4,0,6,LOOT_PMC_SHINGUARDS,s1_cao_image_shinguards_07a,0x6800006,6,shinguard,,
kneepads,7,5,0,7,LOOT_ATLAS_ELITE_SHINS,s1_cao_image_shinguards_02a,0x6800007,6,shinguard,,
kneepads,8,6,0,8,LOOT_NORTH_KOREAN_ARMY_KNEEPADS,s1_cao_image_kneepad_05a,0x6800008,5,kneepads,,
kneepads,9,7,0,9,LOOT_MARINE_C_KNEEPADS,s1_cao_image_kneepad_09a,0x6800009,,kneepads,,
kneepads,10,8,0,10,LOOT_MPUI_KNEEPADS_STYLE24,s1_cao_image_shinguards_05a,0x680000A,,shinguard,,
kneepads,11,9,0,11,LOOT_PRE_ORDER_KNEEPADS,s1_cao_image_kneepad_01h,0x680000B,7,kneepads,,
kneepads,12,10,0,12,LOOT_SENTINEL_SHINGUARDS,s1_cao_image_shinguards_01a,0x680000C,2,shinguard,,
kneepads,13,11,0,13,LOOT_ATLAS_SHINGUARDS,s1_cao_image_shinguards_04,0x680000D,5,shinguard,,
kneepads,14,12,0,14,LOOT_ATLAS_SECURITY_SHINS,s1_cao_image_shinguards_09a,0x680000E,,shinguard,,
kneepads,15,13,0,15,LOOT_SHINS_8,s1_cao_image_shinguards_08a,0x680000F,2,shinguard,,
kneepads,16,14,0,16,LOOT_KVA_KNEEPADS,s1_cao_image_kneepad_10a,0x6800010,3,kneepads,,
kneepads,17,15,0,17,LOOT_ELITE_KNEEPADS,s1_cao_image_kneepad_11a,0x6800011,,kneepads,,
kneepads,18,16,0,18,LOOT_JACK_SHINGUARDS,s1_cao_image_shinguards_10a,0x6800012,,shinguard,,
kneepads,19,17,0,19,LOOT_ELITE_SHINGUARDS,s1_cao_image_shinguards_06a,0x6800013,,shinguard,,
kneepads,20,18,0,20,LOOT_BLOODSHED_SHINGUARDS,s1_cao_image_shinguards_08o,0x6800014,2,shinguard,,
kneepads,21,19,0,21,LOOT_CI_KNEE_PADS,s1_cao_image_kneepad_03a,0x6800015,,kneepads,,
kneepads,22,20,0,22,LOOT_ATLAS_ENGINEER_KNEE_PADS,s1_cao_image_kneepad_03a_1,0x6800016,,kneepads,,
kneepads,23,21,0,23,LOOT_ARTIC_KNEE_PADS,s1_cao_image_kneepads_12,0x6800017,4,kneepads,,
kneepads,24,22,0,24,LOOT_IMMORTAL_SHIN_GUARDS,s1_cao_image_shinguards_02g,0x6800018,2,shinguard,,
kneepads,25,23,0,25,LOOT_HAZMAT_KNEE_PADS,s1_cao_image_kneepads_13,0x6800019,2,kneepads,,
kneepads,26,24,0,26,LOOT_PUNK_KNEE_PADS,s1_cao_image_kneepads_punk,0x680001A,1,kneepads,,
gloves,1,0,0,1,LOOT_SENTINEL_GLOVES,s1_cao_image_glove_03,0x6900001,6,,,
gloves,2,1,0,2,LOOT_ELITE_GLOVES,s1_cao_image_glove_02a,0x6900002,5,,,
gloves,3,2,0,3,LOOT_GRUNT,s1_cao_image_glove_12a,0x6900003,6,,,
gloves,4,3,0,7,LOOT_ORANGE_GLOVES,s1_cao_image_glove_03n,0x6900007,,,,
gloves,5,4,0,8,LOOT_SENTINEL_AIRBORNE,s1_cao_image_glove_03z,0x6900008,,,,
gloves,6,5,0,11,LOOT_MEDIC_GLOVES,s1_cao_image_glove_03c,0x690000B,,,,
gloves,7,6,0,12,LOOT_KVA_GLOVES,s1_cao_image_glove_10a,0x690000C,7,,,
gloves,8,7,0,13,LOOT_WM_GLOVES,s1_cao_image_glove_elite,0x690000D,,,,
gloves,9,8,0,14,LOOT_GLOVES_11,s1_cao_image_glove_11a,0x690000E,5,,,
gloves,10,9,0,16,LOOT_SENTINEL_GLOVES_3,s1_cao_image_glove_03d,0x6900010,,,,
gloves,11,10,0,17,LOOT_ADVANCED_GLOVES,s1_cao_image_glove_02g,0x6900011,,,,
gloves,12,11,0,18,LOOT_PRE_ORDER3,s1_cao_image_glove_03h,0x6900012,,,,
gloves,13,12,0,19,LOOT_RED_GLOVES,s1_cao_image_glove_03i,0x6900013,,,,
gloves,14,13,0,20,LOOT_SM_GLOVES,s1_cao_image_glove_03b,0x6900014,,,,
gloves,15,14,0,21,LOOT_MARINE_CALVARY_GLOVES,s1_cao_image_glove_12s,0x6900015,,,,
gloves,16,15,0,22,LOOT_MARINE_POLICE_GLOVES,s1_cao_image_glove_12d,0x6900016,,,,
gloves,17,16,0,23,LOOT_ZOMBIE_GLOVES,s1_cao_image_glove_03x,0x6900017,,,,
gloves,18,17,0,24,LOOT_SPECIALIST_GLOVES,s1_cao_image_glove_02c,0x6900018,,,,
gloves,19,18,0,25,LOOT_OPERATOR_GLOVES,s1_cao_image_glove_02j,0x6900019,,,,
gloves,20,19,0,26,LOOT_RANGER_GLOVES,s1_cao_image_glove_02f,0x690001A,,,,
gloves,21,20,0,27,LOOT_ARTIC_GLOVES,s1_cao_image_glove_13,0x690001B,3,,,
gloves,22,21,0,28,LOOT_HAZMAT_GLOVES,s1_cao_image_gloves_14,0x690001C,1,,,
gloves,23,22,0,29,LOOT_PARATROOPER_GLOVES,s1_cao_image_glove_para,0x690001D,1,,,
gloves,24,23,0,30,LOOT_GINGERBREAD_GLOVES,s1_cao_image_gloves_14x,0x690001E,,,,
shoes,1,0,0,1,LOOT_ATLAS_BOOTS,s1_cao_image_boot_low_atlas_a,0x6A00001,6,,,
shoes,2,1,0,2,LOOT_ATLAS_PMC_BOOTS,s1_cao_image_boot_02a,0x6A00002,7,,,
shoes,3,2,0,3,LOOT_ATLAS_ELITE_BOOTS,s1_cao_image_boot_low_sentinel_covert,0x6A00003,5,,,
shoes,4,3,0,4,LOOT_MARINE_BOOTS,s1_cao_image_boot_marine_a,0x6A00004,7,,,
shoes,5,4,0,5,LOOT_KVA_BASE_BOOTS,s1_cao_image_boot_03a_dirty,0x6A00005,1,,,
shoes,6,5,0,7,LOOT_KVA_COMBAT_BOOTS,s1_cao_image_boot_14a,0x6A00007,3,,,
shoes,7,6,0,8,LOOT_BOOTS_15,s1_cao_image_boot_15a,0x6A00008,7,,,
shoes,8,7,0,9,LOOT_SENTINEL_BOOTS,s1_cao_image_boot_03a,0x6A00009,6,,,
shoes,9,8,0,10,LOOT_NIGERIAN_ARMY_BOOT,s1_cao_image_boot_10a,0x6A0000A,,,,
shoes,10,9,0,11,LOOT_ELITE_BOOTS,s1_cao_image_boot_12a,0x6A0000B,5,,,
