perks,em_bg_perks_hard_wired,1,4
perks,em_bg_perks_lightweight,2,0
perks,em_bg_perks_overcharged,2,1
perks,em_bg_perks_peripherals,2,2
perks,em_bg_perks_quickdraw,2,3
perks,em_bg_perks_scavengerv,2,4
perks,em_bg_perks_toughness,3,0
perks,em_bg_perks_uav,3,1
operations,em_bg_career_careerwinsv,0,0
operations,em_bg_career_classicsuperiorv,0,1
operations,em_bg_career_classicsuperiorv2,0,2
operations,em_bg_career_classicvanquishervrevised,0,3
operations,em_bg_career_classicveteran_v,0,4
operations,em_bg_career_combat_killsv,1,0
operations,em_bg_career_grizzled_veteran,1,1
operations,em_bg_career_hardcoresuperiorv,1,2
operations,em_bg_career_hardcorevanquisherv,1,3
operations,em_bg_career_hardcoreveteranvrevised,1,4
operations,em_bg_career_scorestreakkillsv,2,0
operations,em_bg_career_toptieroperator_v,2,1
operations,em_bg_basic_guerilla,2,2
operations,em_bg_basic_laid2rest,2,3
operations,em_bg_basic_prey,2,4
operations,em_bg_basic_xray,3,0
operations,em_bg_killer_bloodthirstykiller_anime,3,1
operations,em_bg_killer_bloodthirstykiller_cartoony,3,2
operations,em_bg_killer_mercilesskiller_anime,3,3
operations,em_bg_killer_mercilesskiller_campy,3,4
operations,em_bg_killer_mercilesskiller_cartoony,4,0
operations,em_bg_humiliation_backfire,4,1
operations,em_bg_humiliation_from_the_grave,4,2
operations,em_bg_humiliation_heartbreaker,4,3
operations,em_bg_humiliation_sneak_attack,4,4
operations,em_bg_humiliation_stickybomber,5,0
operations,em_bg_humiliation_unforgiving3,5,1
operations,em_bg_triple_killer3,5,2
operations,em_bg_precision_highvalue_target,5,3
operations,em_bg_precision_masterchef,5,4
operations,em_bg_precision_moviestar,6,0
operations,em_bg_precision_returntosender,6,1
operations,em_bg_precision_situational_awareness,6,2
scorestreaks,em_bg_scorestreak_assaultop4,0,0
scorestreaks,em_bg_scorestreak_empop4,0,1
scorestreaks,em_bg_scorestreak_goliathop4,0,2
scorestreaks,em_bg_scorestreak_missileop4,0,3
scorestreaks,em_bg_scorestreak_orbitalcarepkop4,0,4
scorestreaks,em_bg_scorestreak_orbitallsrop4,1,0
scorestreaks,em_bg_scorestreak_paladinop4,1,1
scorestreaks,em_bg_scorestreak_reconop4,1,2
scorestreaks,em_bg_scorestreak_sentrygunop4,1,3
scorestreaks,em_bg_scorestreak_straffingop4,1,4
scorestreaks,em_bg_scorestreak_uavop4,2,0
scorestreaks,em_bg_scorestreak_warbirdop4,2,1
wildcards,em_bg_wildcard_4thscorestreakv,0,0
wildcards,em_bg_wildcard_exobombadierv,0,1
wildcards,em_bg_wildcard_exotacticianv,0,2
wildcards,em_bg_wildcard_greed,0,3
wildcards,em_bg_wildcard_overkill5,0,4
wildcards,em_bg_wildcard_perk3greedv,1,0
wildcards,em_bg_wildcard_primarygunfighterv,1,1
wildcards,em_bg_wildcard_scorestreak,1,2
wildcards,em_bg_wildcard_secondarygunfighterv,1,3
prestige,em_bg_prestige_01,0,0
prestige,em_bg_prestige_02,0,1
prestige,em_bg_prestige_03,0,2
prestige,em_bg_prestige_04,0,3
prestige,em_bg_prestige_05,0,4
prestige,em_bg_prestige_06,1,0
prestige,em_bg_prestige_07,1,1
prestige,em_bg_prestige_08,1,2
prestige,em_bg_prestige_09,1,3
prestige,em_bg_prestige_10,1,4
prestige,em_bg_prestige_11,2,0
prestige,em_bg_prestige_12,2,1
prestige,em_bg_prestige_13,2,2
prestige,em_bg_prestige_14,2,3
prestige,em_bg_prestige_15,2,4
prestige,em_bg_prestige_16,3,0
